COD;REG;MUN;POPT2010;POPT2011;POPT2012;POPT2013;POPT2014;POPT2015;POPT2016;POPT2017;POPT2018;POPT2019;POPT2020;POPT2021;POPU2010;POPU2011;POPU2012;POPU2013;POPU2014;POPU2015;POPU2016;POPU2017;POPU2018;POPU2019;POPU2020;POPU2021;POPTESG2010;POPTESG2011;POPTESG2012;POPTESG2013;POPTESG2014;POPTESG2015;POPTESG2016;POPTESG2017;POPTESG2018;POPTESG2019;POPTESG2020;POPTESG2021;POPUESG2010;POPUESG2011;POPUESG2012;POPUESG2013;POPUESG2014;POPUESG2015;POPUESG2016;POPUESG2017;POPUESG2018;POPUESG2019;POPUESG2020;POPUESG2021
421570;Grande Florianopolis;Santo Amaro da Imperatriz;19823;20082;20332;21221;21572;21920;22266;22609;22905;23245;23579;23907;14970;15166;15354;16026;16291;16554;16815;17074;17297;17554;17806;18054;0;0;0;0;0;0;6947;6947;6947;6947;6947;7328;0;0;0;0;0;0;6947;6947;6947;6947;6947;7328
421580;Norte Catarinense;Sao Bento do Sul;74801;75520;76215;78998;79971;80936;81893;82842;83576;84507;85421;86317;71234;71919;72581;75231;76157;77076;77988;78892;79591;80477;81348;82201;12495;13383;14480;14480;14871;18365;18409;18899;19680;19995;26526;28034;12495;13383;14480;14454;14845;18365;18409;18899;19680;19995;26526;28034
421575;Oeste Catarinense ;Sao Bernardino;2677;2642;2676;2641;2593;2545;2496;2449;2386;2336;2287;2239;719;710;719;709;696;684;670;658;641;627;614;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421590;Grande Florianopolis;Sao Bonifacio;3008;2992;2977;2989;2966;2944;2922;2899;2862;2838;2814;2791;685;681;678;681;675;670;665;660;652;646;641;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421600;Oeste Catarinense ;Sao Carlos;10291;10363;10431;10753;10849;10944;11038;11132;11191;11281;11369;11456;6902;6950;6996;7212;7276;7340;7403;7466;7506;7566;7625;7683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421605;Serrana;Sao Cristovao do Sul;5012;5051;5089;5255;5308;5360;5412;5464;5499;5549;5598;5646;3800;3830;3858;3984;4024;4064;4103;4143;4169;4207;4244;4281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421610;Oeste Catarinense ;Sao Domingos;9491;9488;9389;9530;9523;9516;9509;9502;9457;9445;9434;9422;6313;6311;6245;6339;6334;6330;6325;6320;6290;6282;6275;6267;0;0;0;0;0;0;0;0;0;0;2615;2667;0;0;0;0;0;0;0;0;0;0;2615;2667
421620;Norte Catarinense;Sao Francisco do Sul;42520;43305;44064;46477;47547;48606;49658;50701;51677;52721;53746;54751;39490;40219;40924;43165;44159;45142;46119;47088;47994;48964;49916;50849;0;0;0;0;0;0;0;0;0;0;0;3483;0;0;0;0;0;0;0;0;0;0;0;3483
421630;Grande Florianopolis;Sao Joao Batista;26260;27135;27982;30337;31534;32720;33897;35065;36244;37424;38583;39719;23551;24336;25095;27207;28281;29345;30400;31448;32505;33563;34603;35622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421635;Vale do Itajai ;Sao Joao do Itaperiu;3435;3457;3477;3578;3606;3634;3662;3690;3707;3733;3759;3784;1925;1937;1949;2005;2021;2037;2052;2068;2077;2092;2107;2121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421625;Oeste Catarinense ;Sao Joao do Oeste;6036;6055;6074;6211;6235;6260;6285;6309;6359;6381;6402;6423;2119;2126;2132;2180;2189;2198;2206;2215;2232;2240;2247;2255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421640;Sul Catarinense ;Sao Joao do Sul;7002;7019;7035;7183;7205;7226;7247;7268;7280;7297;7315;7332;1572;1576;1579;1613;1618;1622;1627;1632;1634;1638;1642;1646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421650;Serrana;Sao Joaquim;24812;24964;25111;25841;26045;26247;26447;26646;26763;26952;27139;27322;17573;17681;17785;18302;18446;18589;18731;18872;18955;19089;19221;19351;5745;6017;5558;6022;6536;6661;7282;7544;7731;7850;8661;8883;5745;6017;5558;6022;6536;6661;7282;7544;7731;7850;8661;8883
421660;Grande Florianopolis;Sao Jose;209804;212587;215278;224779;228561;232309;236029;239718;242927;246586;250181;253705;207312;210062;212721;222109;225846;229550;233226;236871;240042;243657;247209;250692;62424;72098;65496;67629;80187;85353;87741;91386;93156;100107;117939;122031;62424;72098;65496;67629;80187;85353;87741;91386;93156;100107;117939;122031
421670;Oeste Catarinense ;Sao Jose do Cedro;13684;13685;13685;13904;13902;13901;13899;13897;13838;13829;13820;13811;8447;8448;8448;8583;8582;8581;8580;8578;8542;8537;8531;8525;0;0;0;0;0;0;0;0;39;66;75;103;0;0;0;0;0;0;0;0;39;66;75;103
421680;Serrana;Sao Jose do Cerrito;9273;9188;9104;9061;8941;8823;8705;8588;8421;8295;8173;8054;2492;2469;2447;2435;2403;2371;2339;2308;2263;2229;2196;2164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421690;Oeste Catarinense ;Sao Lourenco do Oeste;21792;21964;22062;22786;23017;23245;23473;23698;23857;24076;24291;24501;16880;17013;17089;17650;17829;18005;18182;18356;18480;18649;18816;18978;602;602;602;0;0;0;0;288;288;288;288;288;602;602;602;0;0;0;0;288;288;288;288;288
421700;Sul Catarinense ;Sao Ludgero;10993;11178;11357;11940;12192;12441;12688;12934;13165;13410;13650;13886;9863;10029;10190;10713;10939;11162;11384;11604;11812;12032;12247;12459;9248;9365;10130;10350;10860;10970;12030;12730;13165;13410;13650;13886;9248;9365;10130;10350;10860;10970;11360;11604;11812;12032;12247;12459
421710;Sul Catarinense ;Sao Martinho;3209;3205;3200;3239;3232;3224;3217;3210;3189;3180;3171;3162;1231;1229;1228;1243;1240;1237;1234;1231;1223;1220;1216;1213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421715;Oeste Catarinense ;Sao Miguel da Boa Vista;1904;1896;1887;1897;1885;1872;1860;1848;1833;1820;1807;1794;439;437;435;437;435;432;429;426;423;420;417;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421720;Oeste Catarinense ;Sao Miguel do Oeste;36306;36612;36908;38162;38575;38984;39390;39793;40090;40482;40868;41246;32065;32335;32597;33704;34069;34430;34789;35145;35407;35753;36094;36428;0;0;0;0;0;0;0;28000;0;0;0;1000;0;0;0;0;0;0;0;28000;0;0;0;1000
421725;Grande Florianopolis;Sao Pedro de Alcantara;4704;4790;4874;5139;5256;5373;5488;5602;5709;5823;5935;6046;3729;3797;3864;4074;4167;4259;4351;4441;4526;4616;4705;4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421730;Oeste Catarinense ;Saudades;9016;9070;9121;9382;9454;9524;9594;9664;9679;9745;9810;9874;5123;5154;5183;5331;5372;5412;5451;5491;5500;5537;5574;5611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421740;Norte Catarinense;Schroeder;15316;15790;16248;17538;18186;18827;19463;20095;20728;21365;21991;22605;13703;14127;14537;15691;16271;16844;17413;17979;18545;19115;19675;20224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421750;Oeste Catarinense ;Seara;16936;16971;17005;17351;17395;17439;17483;17526;17506;17541;17576;17610;11586;11610;11633;11870;11900;11930;11960;11990;11976;12000;12024;12047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421755;Oeste Catarinense ;Serra Alta;3285;3282;3279;3323;3317;3312;3307;3301;3270;3263;3256;3249;1835;1833;1832;1856;1853;1850;1847;1844;1827;1823;1819;1815;89;89;89;89;89;120;120;120;120;100;90;90;89;89;89;89;89;120;120;120;120;90;90;90
421760;Sul Catarinense ;Sideropolis;12998;13069;13137;13499;13593;13686;13778;13870;13920;14007;14092;14176;10051;10106;10158;10438;10511;10583;10654;10725;10764;10831;10897;10962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421770;Sul Catarinense ;Sombrio;26613;26894;27165;28209;28589;28966;29340;29710;30010;30374;30733;31084;19638;19845;20045;20816;21096;21374;21650;21923;22145;22413;22678;22937;0;0;11000;12100;13000;14000;14180;14420;14420;10376;10402;11686;0;0;11000;12100;13000;14000;14180;14420;14420;10376;10402;11686
421775;Oeste Catarinense ;Sul Brasil;2766;2740;2714;2698;2661;2624;2587;2551;2500;2461;2423;2386;1011;1001;992;986;973;959;946;932;914;900;886;872;0;0;0;0;0;0;760;805;850;850;850;872;0;0;0;0;0;0;760;805;850;850;850;872
421780;Vale do Itajai ;Taio;17260;17337;17412;17856;17959;18060;18161;18261;18302;18395;18486;18576;9964;10008;10052;10308;10368;10426;10484;10542;10566;10619;10672;10724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421790;Oeste Catarinense ;TangarA;8674;8668;8653;8777;8767;8757;8748;8738;8691;8676;8662;8648;4984;4981;4972;5043;5037;5032;5027;5021;4994;4985;4977;4969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421795;Oeste Catarinense ;Tigrinhos;1757;1748;1739;1746;1733;1720;1707;1695;1646;1633;1619;1606;343;341;339;341;338;336;333;331;321;319;316;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421800;Grande Florianopolis;Tijucas;30960;31533;32087;33847;34628;35402;36170;36931;37645;38407;39155;39889;26002;26483;26949;28427;29083;29733;30378;31017;31616;32256;32885;33501;0;0;0;0;0;0;0;15000;18300;19000;23100;23600;0;0;0;0;0;0;0;15000;18300;19000;23100;23600
421810;Sul Catarinense ;Timbe do Sul;5308;5307;5306;5387;5385;5382;5379;5377;5354;5348;5343;5338;1845;1845;1844;1872;1872;1871;1870;1869;1861;1859;1857;1855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421820;Vale do Itajai ;Timbo;36774;37344;37894;39740;40515;41283;42045;42801;43484;44238;44977;45703;34296;34828;35341;37062;37785;38501;39212;39917;40554;41257;41946;42623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421825;Norte Catarinense;Timbo Grande;7167;7219;7268;7495;7563;7632;7699;7767;7812;7877;7941;8003;4083;4113;4141;4270;4309;4348;4386;4425;4450;4487;4524;4559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421830;Norte Catarinense;Tres Barras;18129;18207;18281;18740;18843;18945;19046;19146;19183;19275;19366;19455;15365;15431;15494;15883;15970;16057;16142;16227;16258;16336;16413;16489;359;0;314;314;314;0;314;314;314;314;314;314;359;0;314;314;314;0;314;314;314;314;314;314
421835;Sul Catarinense ;Treviso;3527;3557;3585;3706;3746;3785;3824;3863;3891;3929;3966;4002;1833;1849;1863;1926;1947;1967;1987;2008;2022;2042;2061;2080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421840;Sul Catarinense ;Treze de Maio;6876;6889;6901;7036;7052;7067;7082;7098;7070;7081;7093;7104;3401;3407;3413;3480;3488;3495;3503;3511;3497;3502;3508;3514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421850;Oeste Catarinense ;Treze Tilias;6341;6457;6568;6925;7082;7237;7392;7545;7687;7840;7991;8138;4715;4801;4884;5149;5266;5381;5496;5610;5716;5830;5942;6051;1349;1428;1356;1502;1817;2009;2139;2354;2696;3086;3195;3413;1349;1428;1356;1502;1817;2009;2139;2354;2696;3086;3195;3413
421860;Vale do Itajai ;Trombudo Central;6553;6612;6668;6901;6979;7057;7135;7211;7284;7360;7434;7506;4101;4138;4173;4319;4368;4416;4465;4513;4558;4606;4652;4697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421870;Sul Catarinense ;Tubarao;97235;97833;98412;101284;102087;102883;103674;104457;104937;105686;106422;107143;88094;88636;89160;91762;92490;93211;93928;94637;95072;95751;96417;97071;0;0;0;0;0;0;0;0;0;0;0;28444;0;0;0;0;0;0;0;0;0;0;0;28444
421875;Oeste Catarinense ;TunApolis;4633;4622;4612;4660;4644;4628;4612;4597;4561;4543;4525;4507;1418;1415;1412;1426;1421;1416;1412;1407;1396;1390;1385;1379;195;195;195;195;0;70;0;0;234;237;237;237;195;195;195;195;0;70;0;0;234;237;237;237
421880;Sul Catarinense ;Turvo;11854;11929;12001;12353;12452;12551;12649;12746;12806;12899;12990;13080;7915;7965;8013;8248;8314;8380;8446;8511;8551;8613;8674;8734;0;0;0;0;0;0;0;0;1219;1210;1359;1400;0;0;0;0;0;0;0;0;1219;1210;1359;1400
421885;Oeste Catarinense ;Uniao do Oeste;2910;2874;2838;2802;2751;2700;2650;2600;2517;2464;2412;2364;1107;1093;1080;1066;1047;1027;1008;989;957;937;918;899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421890;Serrana;Urubici;10699;10734;10767;11012;11058;11102;11147;11191;11195;11235;11273;11311;7066;7089;7111;7273;7303;7332;7362;7391;7394;7420;7445;7470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421895;Serrana;Urupema;2482;2479;2476;2507;2502;2497;2492;2487;2472;2465;2459;2453;1232;1231;1229;1244;1242;1239;1237;1234;1227;1224;1221;1218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421900;Sul Catarinense ;Urussanga;20223;20291;20356;20826;20915;21003;21090;21177;21190;21268;21344;21419;11405;11443;11480;11745;11795;11845;11894;11943;11950;11994;12037;12079;2800;3020;3240;3240;3240;3240;3240;3240;3240;0;3240;3240;2800;3020;3240;3240;3240;3240;3240;3240;3240;0;3240;3240
421910;Oeste Catarinense ;Vargeao;3532;3533;3533;3590;3590;3590;3590;3590;3575;3573;3571;3569;1820;1821;1821;1850;1850;1850;1850;1850;1842;1841;1840;1839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421915;Serrana;Vargem;2808;2776;2746;2718;2674;2630;2586;2543;2522;2477;2432;2387;896;886;876;867;853;839;825;811;805;790;776;762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421917;Oeste Catarinense ;Vargem Bonita;4793;4765;4738;4752;4713;4674;4635;4597;4534;4492;4451;4411;2677;2661;2646;2654;2632;2611;2589;2568;2532;2509;2486;2464;0;0;0;0;0;0;0;0;0;0;0;2464;0;0;0;0;0;0;0;0;0;0;0;2464
421920;Vale do Itajai ;Vidal Ramos;6290;6287;6284;6377;6372;6366;6361;6356;6347;6338;6329;6321;1792;1791;1790;1817;1815;1814;1812;1811;1808;1806;1803;1801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421930;Oeste Catarinense ;Videira;47188;47618;48064;49768;50349;50926;51499;52066;52510;53065;53610;54145;42856;43247;43652;45199;45727;46251;46771;47286;47689;48193;48688;49174;0;0;0;0;0;0;0;0;0;234;234;234;0;0;0;0;0;0;0;0;0;234;234;234
421935;Vale do Itajai ;Vitor Meireles;5207;5184;5160;5190;5156;5123;5089;5056;5014;4979;4943;4907;1445;1439;1432;1440;1431;1422;1412;1403;1391;1382;1372;1362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421940;Vale do Itajai ;Witmarsum;3600;3627;3653;3769;3805;3841;3876;3912;3932;3965;3998;4032;845;851;857;885;893;902;910;918;923;931;938;946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421950;Oeste Catarinense ;Xanxere;44128;44643;45140;46981;47679;48370;49057;49738;50309;50982;51642;52290;39143;39600;40041;41674;42293;42906;43515;44119;44626;45223;45808;46383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421960;Oeste Catarinense ;Xavantina;4142;4122;4103;4124;4095;4067;4039;4012;3963;3933;3903;3873;1118;1113;1107;1113;1105;1098;1090;1083;1070;1062;1053;1045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421970;Oeste Catarinense ;Xaxim;25713;25933;26145;27039;27336;27630;27921;28210;28424;28706;28983;29254;20967;21146;21319;22048;22290;22530;22767;23003;23178;23408;23633;23854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421985;Serrana;Zortea;2991;3019;3046;3153;3190;3227;3264;3300;3328;3363;3398;3432;2336;2358;2379;2463;2491;2520;2549;2577;2599;2627;2654;2680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
