COD;REG;MUN;POPT2010;POPT2011;POPT2012;POPT2013;POPT2014;POPT2015;POPT2016;POPT2017;POPT2018;POPT2019;POPT2020;POPT2021;POPU2010;POPU2011;POPU2012;POPU2013;POPU2014;POPU2015;POPU2016;POPU2017;POPU2018;POPU2019;POPU2020;POPU2021;POPTESG2010;POPTESG2011;POPTESG2012;POPTESG2013;POPTESG2014;POPTESG2015;POPTESG2016;POPTESG2017;POPTESG2018;POPTESG2019;POPTESG2020;POPTESG2021;POPUESG2010;POPUESG2011;POPUESG2012;POPUESG2013;POPUESG2014;POPUESG2015;POPUESG2016;POPUESG2017;POPUESG2018;POPUESG2019;POPUESG2020;POPUESG2021
420915;Vale do Itajai ;Jose Boiteux;4721;4731;4741;4837;4850;4862;4874;4887;4985;4997;5007;5019;1611;1614;1618;1651;1655;1659;1663;1668;1701;1705;1709;1713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420917;Oeste Catarinense ;Jupia;2148;2143;2138;2158;2150;2142;2134;2127;2110;2101;2092;2083;1044;1042;1039;1049;1045;1041;1037;1034;1026;1021;1017;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420920;Oeste Catarinense ;Lacerdopolis;2199;2201;2203;2242;2244;2246;2249;2251;2245;2246;2247;2248;1160;1161;1162;1183;1184;1185;1186;1187;1184;1185;1185;1186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420930;Serrana;Lages;156727;156665;156604;158961;158846;158732;158620;158508;157743;157544;157349;157158;153937;153876;153816;156131;156018;155906;155796;155686;154935;154739;154548;154360;21551;31511;33900;33884;34032;48088;35816;40115;40225;66537;66537;66456;21551;31511;33900;33884;34032;42088;35816;40115;40225;66537;66537;66456
420940;Sul Catarinense ;Laguna;51562;51869;42750;43979;44316;44650;44982;45311;45500;45814;46122;46424;40655;40897;33707;34676;34942;35205;35467;35726;35875;36123;36366;36604;11708;11878;11060;11637;11816;12101;20538;28504;29220;30447;10677;31086;11708;11878;11060;11637;11816;12101;20538;28504;29220;30447;10677;31086
420945;Oeste Catarinense ;Lajeado Grande;1490;1484;1478;1488;1479;1470;1461;1453;1437;1427;1418;1408;648;645;643;647;643;639;635;632;625;621;617;612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420950;Vale do Itajai ;Laurentino;6004;6077;6147;6402;6500;6598;6694;6790;6875;6970;7063;7154;4374;4427;4478;4664;4735;4807;4877;4947;5009;5078;5145;5212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420960;Sul Catarinense ;Lauro Muller;14367;14426;14483;14841;14919;14996;15073;15149;15174;15244;15313;15380;11106;11152;11196;11472;11533;11592;11652;11711;11730;11784;11837;11889;0;0;0;0;0;0;0;0;0;0;6019;6100;0;0;0;0;0;0;0;0;0;0;6019;6100
420970;Oeste Catarinense ;Lebon Regis;11838;11850;11862;12077;12091;12105;12119;12133;12099;12107;12115;12122;7522;7530;7537;7674;7683;7692;7701;7709;7688;7693;7698;7702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420980;Grande Florianopolis;Leoberto Leal;3365;3337;3309;3298;3258;3218;3179;3140;3083;3041;3000;2960;820;813;806;804;794;784;775;765;751;741;731;721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420985;Oeste Catarinense ;Lindoia do Sul;4642;4632;4622;4674;4659;4644;4630;4615;4580;4563;4546;4530;1930;1926;1922;1943;1937;1931;1925;1919;1904;1897;1890;1883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420990;Vale do Itajai ;Lontras;10244;10387;10526;11005;11200;11393;11584;11774;11942;12130;12315;12497;7014;7112;7207;7535;7669;7801;7931;8062;8177;8305;8432;8557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421000;Vale do Itajai ;Luiz Alves;10438;10628;10811;11395;11653;11908;12162;12413;12609;12859;13107;13347;3256;3315;3372;3555;3635;3715;3794;3872;3933;4011;4089;4163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421003;Oeste Catarinense ;Luzerna;5600;5603;5605;5698;5700;5701;5703;5705;5686;5685;5684;5683;4259;4261;4263;4334;4335;4336;4337;4339;4324;4324;4323;4322;1925;2529;3218;3273;3621;3884;4047;4152;4427;4506;4510;4322;1925;2529;3218;3273;3621;3884;4047;4152;4324;4324;4323;4322
421005;Oeste Catarinense ;Macieira;1826;1821;1815;1831;1823;1815;1807;1799;1784;1775;1766;1757;501;500;498;502;500;498;496;494;489;487;485;482;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0
421010;Norte Catarinense;Mafra;52912;53141;53361;54708;55012;55313;55611;55907;56017;56292;56561;56825;41318;41497;41669;42720;42958;43193;43426;43657;43743;43957;44167;44374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421020;Grande Florianopolis;Major Gercino;3279;3290;3300;3375;3389;3402;3416;3429;3430;3442;3454;3465;1249;1253;1257;1286;1291;1296;1301;1306;1307;1311;1316;1320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421030;Norte Catarinense;Major Vieira;7479;7523;7566;7782;7841;7899;7957;8015;8048;8103;8156;8209;2961;2978;2995;3081;3104;3127;3150;3173;3186;3208;3229;3250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421040;Sul Catarinense ;Maracaja;6404;6471;6535;6784;6873;6963;7051;7139;7207;7293;7378;7461;4256;4301;4343;4509;4568;4628;4686;4744;4790;4847;4903;4958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421050;Oeste Catarinense ;Maravilha;22101;22376;22642;23602;23975;24345;24712;25076;25403;25762;26116;26463;18087;18312;18530;19315;19621;19923;20224;20522;20789;21083;21373;21657;0;0;0;0;0;0;0;0;0;0;0;1761;0;0;0;0;0;0;0;0;0;0;0;1761
421055;Oeste Catarinense ;Marema;2203;2169;2136;2094;2046;1999;1952;1906;1846;1797;1750;1703;760;748;737;722;706;690;673;658;637;620;604;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421060;Norte Catarinense;Massaranduba;14674;14837;14993;15586;15806;16024;16240;16455;16704;16916;17125;17330;7606;7690;7771;8079;8193;8306;8418;8529;8658;8768;8876;8983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421070;Oeste Catarinense ;Matos Costa;2839;2811;2784;2767;2729;2690;2652;2614;2560;2520;2480;2442;1465;1451;1437;1428;1408;1388;1369;1349;1321;1300;1280;1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421080;Sul Catarinense ;Meleiro;7000;6994;6988;7085;7076;7066;7056;7047;7028;7015;7001;6989;3649;3646;3643;3693;3689;3683;3678;3674;3664;3657;3650;3643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421085;Vale do Itajai ;Mirim Doce;2513;2495;2477;2476;2450;2424;2399;2374;2336;2309;2283;2257;1202;1193;1185;1184;1172;1159;1147;1136;1117;1104;1092;1080;0;0;0;0;0;1159;0;0;0;0;0;0;0;0;0;0;0;1159;0;0;0;0;0;0
421090;Oeste Catarinense ;Modelo;4045;4054;4063;4147;4158;4169;4181;4192;4200;4209;4218;4227;2692;2698;2704;2760;2767;2775;2783;2790;2795;2801;2807;2813;0;0;0;0;0;0;0;0;0;230;230;0;0;0;0;0;0;0;0;0;0;230;230;0
421100;Oeste Catarinense ;Mondai;10231;10347;10458;10877;11034;11189;11343;11496;11592;11742;11889;12034;6305;6376;6445;6703;6800;6895;6990;7085;7144;7236;7327;7416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421105;Serrana;Monte Carlo;9312;9347;9381;9604;9650;9695;9740;9785;9824;9866;9906;9945;8076;8106;8136;8329;8369;8408;8447;8486;8520;8556;8591;8625;0;460;460;460;471;471;0;0;0;0;0;0;0;460;460;460;471;471;0;0;0;0;0;0
421110;Norte Catarinense;Monte Castelo;8346;8346;8346;8478;8476;8475;8473;8471;8280;8275;8269;8263;4849;4849;4849;4926;4925;4924;4923;4922;4811;4808;4804;4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421120;Sul Catarinense ;Morro da Fumaca;16126;16247;16364;16888;17052;17213;17373;17532;17642;17796;17947;18095;13863;13967;14068;14518;14659;14797;14935;15072;15166;15299;15428;15556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421125;Sul Catarinense ;Morro Grande;2890;2888;2886;2928;2925;2921;2918;2915;2898;2893;2888;2884;756;755;755;766;765;764;763;763;758;757;755;754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421130;Vale do Itajai ;Navegantes;60556;62187;63764;68337;70565;72772;74964;77137;79285;81475;83626;85734;57402;58948;60443;64778;66890;68982;71060;73119;75156;77231;79270;81269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421140;Oeste Catarinense ;Nova Erechim;4275;4332;4386;4577;4654;4729;4804;4879;4945;5019;5092;5163;3211;3254;3294;3438;3496;3552;3608;3665;3714;3770;3825;3878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421145;Oeste Catarinense ;Nova Itaberaba;4267;4268;4269;4338;4338;4339;4339;4339;4333;4331;4329;4327;1530;1530;1531;1555;1555;1556;1556;1556;1554;1553;1552;1552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421150;Grande Florianopolis;Nova Trento;12190;12370;12544;13135;13379;13621;13861;14099;14312;14549;14782;15010;9129;9264;9394;9837;10019;10201;10380;10559;10718;10896;11070;11241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421160;Sul Catarinense ;Nova Veneza;13309;13448;13581;14098;14285;14470;14654;14837;14987;15166;15342;15515;8927;9020;9109;9456;9582;9706;9829;9952;10053;10173;10291;10407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421165;Oeste Catarinense ;Novo Horizonte;2750;2724;2697;2681;2643;2606;2569;2532;2481;2442;2404;2366;921;912;903;898;885;873;860;848;831;818;805;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421170;Sul Catarinense ;Orleans;21393;21498;21599;22171;22311;22449;22587;22723;22785;22912;23038;23161;16084;16163;16239;16669;16774;16878;16982;17084;17131;17226;17321;17413;16141;14498;15834;16539;17774;17774;17774;14491;14600;15650;18520;18570;15840;14464;15834;16539;16774;16774;16774;13491;13600;14550;16430;16550
421175;Serrana;Otacilio Costa;16337;16517;16691;17349;17593;17835;18075;18313;18510;18744;18975;19201;14891;15055;15214;15813;16036;16256;16475;16692;16872;17085;17296;17502;0;0;0;0;0;0;0;0;2601;4550;4614;4683;0;0;0;0;0;0;0;0;2601;4550;4614;4683
421180;Oeste Catarinense ;Ouro;7372;7360;7348;7436;7418;7399;7381;7363;7317;7295;7272;7251;4844;4836;4828;4886;4874;4862;4850;4838;4808;4793;4778;4764;0;0;0;0;0;0;0;0;0;1137;1683;1773;0;0;0;0;0;0;0;0;0;1137;1569;1656
421185;Oeste Catarinense ;Ouro Verde;2271;2265;2259;2281;2272;2263;2254;2245;2227;2217;2207;2197;715;713;711;718;715;712;710;707;701;698;695;692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421187;Oeste Catarinense ;Paial;1763;1741;1720;1698;1668;1637;1607;1577;1537;1505;1474;1444;336;332;328;324;318;312;306;301;293;287;281;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421189;Serrana;Painel;2353;2352;2351;2385;2383;2381;2378;2376;2363;2359;2356;2352;945;945;944;958;957;956;955;954;949;947;946;945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421190;Grande Florianopolis;Palhoca;137334;139990;142558;150623;154244;157833;161395;164926;168259;171797;175272;178679;135311;137928;140458;148404;151972;155508;159018;162497;165780;169266;172690;176047;5589;6230;8075;12302;16200;16300;16300;16300;16950;17926;23162;27946;5589;6230;8075;12302;16200;16300;16300;16300;16950;17926;23162;27946
421200;Oeste Catarinense ;Palma Sola;7765;7732;7699;7747;7699;7652;7604;7558;7475;7423;7372;7321;4468;4449;4430;4458;4430;4403;4375;4349;4301;4271;4242;4213;0;4449;0;0;0;0;0;0;0;0;0;0;0;4449;0;0;0;0;0;0;0;0;0;0
421205;Serrana;Palmeira;2373;2392;2410;2488;2512;2537;2562;2586;2603;2627;2650;2673;925;932;939;970;979;989;999;1008;1015;1024;1033;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421210;Oeste Catarinense ;Palmitos;16020;16019;16018;16270;16266;16262;16257;16253;16182;16169;16157;16144;9871;9870;9870;10025;10023;10020;10017;10015;9971;9963;9955;9947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421220;Norte Catarinense;Papanduva;17928;18013;18096;18568;18681;18793;18905;19015;19218;19320;19422;19521;9184;9228;9270;9512;9570;9627;9684;9741;9845;9897;9949;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421223;Oeste Catarinense ;Paraiso;4080;4026;3972;3915;3838;3763;3688;3613;3515;3437;3360;3284;1451;1432;1413;1392;1365;1338;1312;1285;1250;1222;1195;1168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421225;Sul Catarinense ;Passo de Torres;6627;6798;6964;7447;7681;7912;8142;8370;8594;8823;9048;9269;5873;6025;6172;6600;6807;7012;7216;7418;7616;7819;8019;8214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421227;Oeste Catarinense ;Passos Maia;4425;4400;4374;4387;4351;4314;4279;4243;4186;4147;4109;4072;1099;1093;1086;1090;1081;1071;1063;1054;1040;1030;1021;1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421230;Grande Florianopolis;Paulo Lopes;6692;6751;6808;7045;7124;7203;7282;7360;7418;7494;7569;7642;4820;4862;4904;5074;5131;5188;5245;5301;5343;5398;5452;5504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421240;Sul Catarinense ;Pedras Grandes;4107;4093;4078;4110;4089;4068;4047;4026;4000;3976;3953;3931;1261;1257;1252;1262;1255;1249;1243;1236;1228;1221;1214;1207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421250;Vale do Itajai ;Penha;25141;25714;26268;27936;28718;29493;30262;31025;31764;32531;33284;34022;23064;23590;24098;25628;26345;27056;27762;28462;29140;29843;30534;31211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421260;Oeste Catarinense ;Peritiba;2988;2970;2952;2958;2931;2906;2880;2855;2814;2787;2760;2733;1481;1472;1463;1466;1453;1440;1427;1415;1395;1381;1368;1355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421265;Sul Catarinense ;Pescaria Brava;;;9416;9687;9761;9835;9908;9980;10022;10091;10159;10225;;;7424;7638;7696;7755;7812;7869;7902;7956;8010;8062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421270;Vale do Itajai ;Petrolandia;6131;6110;6090;6140;6110;6080;6051;6021;5971;5937;5905;5873;2225;2217;2210;2228;2217;2206;2196;2185;2167;2155;2143;2131;2000;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0
421290;Oeste Catarinense ;Pinhalzinho;16332;16638;16933;17868;18284;18696;19105;19511;19906;20313;20712;21103;13615;13870;14116;14895;15242;15586;15927;16265;16594;16934;17266;17592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421300;Oeste Catarinense ;Pinheiro Preto;3147;3180;3190;3310;3353;3396;3438;3480;3513;3555;3596;3635;1700;1718;1723;1788;1811;1835;1857;1880;1898;1920;1943;1964;495;615;615;695;759;854;593;639;1228;1292;1295;1295;495;615;615;695;759;854;593;639;1228;1292;1295;1295
421310;Oeste Catarinense ;Piratuba;4786;4708;4632;4533;4424;4316;4209;4102;3965;3854;3745;3637;2855;2808;2763;2704;2639;2575;2511;2447;2365;2299;2234;2170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421315;Oeste Catarinense ;Planalto Alegre;2654;2670;2685;2761;2782;2803;2823;2844;2850;2870;2888;2907;1067;1073;1079;1110;1118;1127;1135;1143;1146;1154;1161;1169;0;0;0;0;0;0;0;0;0;1800;1800;1800;0;0;0;0;0;0;0;0;0;0;0;0
421320;Vale do Itajai ;Pomerode;27759;28192;28610;30009;30598;31181;31760;32334;32874;33447;34010;34561;23823;24195;24553;25754;26259;26760;27257;27749;28213;28704;29188;29661;0;0;0;1248;1248;205;205;205;588;588;588;588;0;0;0;1248;1248;205;205;205;588;588;588;588
421330;Serrana;Ponte Alta;4894;4873;4853;4885;4855;4825;4796;4767;4714;4682;4650;4619;3578;3563;3548;3571;3549;3528;3506;3485;3446;3423;3400;3377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421335;Serrana;Ponte Alta do Norte;3303;3310;3316;3381;3389;3397;3405;3413;3408;3414;3420;3426;3007;3013;3019;3078;3085;3093;3100;3107;3103;3108;3114;3119;2496;0;0;0;0;0;0;3390;0;0;3114;0;2496;0;0;0;0;0;0;3080;0;0;2950;0
421340;Oeste Catarinense ;Ponte Serrada;11031;11068;11102;11358;11405;11452;11499;11545;11552;11593;11634;11674;7624;7650;7673;7850;7882;7915;7947;7979;7984;8012;8041;8068;0;0;0;0;0;0;0;380;390;415;425;0;0;0;0;0;0;0;0;320;330;345;350;0
421350;Vale do Itajai ;Porto Belo;16083;16496;16896;18066;18630;19189;19744;20294;20834;21388;21932;22466;15167;15556;15934;17037;17569;18096;18619;19138;19647;20170;20683;21186;0;0;1050;1050;0;0;0;0;0;0;0;0;0;0;1050;1050;0;0;0;0;0;0;0;0
421360;Norte Catarinense;Porto Uniao;33493;33619;33740;34551;34717;34882;35045;35207;35250;35398;35543;35685;28266;28372;28474;29159;29299;29438;29576;29713;29749;29874;29996;30116;3818;3850;3990;4044;4040;4022;4108;4249;4309;4395;4357;4456;3818;3850;3990;4044;4040;4022;4108;4249;4309;4395;3503;4456
421370;Vale do Itajai ;Pouso Redondo;14810;15011;15204;15882;16154;16424;16692;16957;17189;17453;17712;17965;9024;9146;9264;9677;9843;10007;10171;10332;10474;10634;10792;10946;0;0;9264;0;0;0;0;0;0;0;0;0;0;0;9264;0;0;0;0;0;0;0;0;0
421380;Sul Catarinense ;Praia Grande;7267;7266;7265;7377;7374;7370;7367;7364;7326;7319;7312;7305;4297;4296;4296;4362;4360;4358;4356;4354;4332;4328;4324;4319;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500
421390;Oeste Catarinense ;Presidente Castello Branco;1725;1711;1697;1691;1670;1650;1630;1610;1590;1568;1547;1526;553;549;544;542;535;529;523;516;510;503;496;489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421400;Vale do Itajai ;Presidente Getulio;14887;15084;15273;15943;16210;16474;16736;16996;17215;17471;17726;17973;10535;10674;10808;11282;11471;11658;11843;12027;12182;12364;12544;12719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421410;Vale do Itajai ;Presidente Nereu;2284;2283;2281;2314;2312;2309;2306;2304;2290;2287;2283;2279;808;808;807;819;818;817;816;815;810;809;808;806;0;0;0;0;2300;2300;0;0;0;0;0;0;0;0;0;0;800;800;0;0;0;0;0;0
421415;Oeste Catarinense ;Princesa;2758;2770;2780;2848;2862;2877;2891;2906;2911;2924;2937;2950;1004;1008;1012;1037;1042;1047;1052;1058;1060;1064;1069;1074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421420;Oeste Catarinense ;Quilombo;10248;10211;10175;10255;10201;10149;10096;10044;9946;9887;9829;9773;5746;5725;5705;5750;5720;5690;5661;5632;5577;5544;5511;5480;0;10211;0;0;700;700;0;0;0;0;0;0;0;5725;0;0;700;700;0;0;0;0;0;0
421430;Grande Florianopolis;Rancho Queimado;2748;2757;2765;2827;2838;2849;2860;2871;2868;2878;2887;2897;1290;1294;1298;1327;1332;1337;1343;1348;1346;1351;1355;1360;0;832;730;764;778;798;851;859;850;836;842;842;0;832;730;764;778;798;851;859;850;836;842;842
421440;Oeste Catarinense ;Rio das Antas;6143;6145;6146;6245;6245;6246;6246;6246;6208;6205;6202;6199;2740;2741;2741;2785;2785;2786;2786;2786;2769;2768;2766;2765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421450;Vale do Itajai ;Rio do Campo;6192;6167;6143;6185;6149;6113;6078;6043;5979;5940;5902;5864;2632;2621;2611;2629;2614;2598;2584;2569;2541;2525;2509;2493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421460;Vale do Itajai ;Rio do Oeste;7090;7118;7145;7319;7355;7392;7428;7463;7456;7489;7520;7552;3390;3403;3416;3499;3517;3534;3552;3568;3565;3581;3596;3611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421480;Vale do Itajai ;Rio do Sul;61198;61931;10488;10879;66251;67237;68217;69188;70100;71061;72006;72931;56785;57465;5211;5406;61474;62389;63298;64199;65045;65937;66814;67672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421470;Vale do Itajai ;Rio dos Cedros;10284;10388;62658;65256;11019;11157;11295;11431;11542;11676;11808;11937;5110;5162;58140;60550;5475;5544;5612;5680;5735;5802;5867;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421490;Sul Catarinense ;Rio Fortuna;4446;4456;4466;4557;4569;4582;4594;4606;4601;4611;4620;4630;1523;1526;1530;1561;1565;1570;1574;1578;1576;1580;1583;1586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421500;Norte Catarinense;Rio Negrinho;39846;40011;40169;41167;41386;41602;41817;42029;42106;42302;42495;42684;36348;36499;36643;37553;37753;37950;38146;38339;38410;38588;38764;38937;3666;3666;4000;6000;7000;7100;7200;8000;10206;27971;33656;33700;3666;3666;4000;6000;7000;7100;7200;8000;10206;27971;33656;33700
421505;Serrana;Rio Rufino;2436;2438;2440;2482;2484;2485;2487;2489;2482;2483;2483;2484;688;689;689;701;702;702;702;703;701;701;701;702;0;689;0;0;0;0;0;0;0;0;0;0;0;689;0;0;0;0;0;0;0;0;0;0
421507;Oeste Catarinense ;Riqueza;4838;4813;4789;4810;4775;4740;4705;4670;4636;4598;4561;4525;2154;2143;2132;2142;2126;2110;2095;2079;2064;2047;2031;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421510;Vale do Itajai ;Rodeio;10922;10964;11004;11270;11325;11380;11434;11488;11502;11551;11600;11647;9424;9460;9495;9724;9772;9819;9866;9912;9924;9967;10009;10050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421520;Oeste Catarinense ;Romelandia;5551;5479;5494;5421;5320;5220;5120;5022;4890;4786;4684;4584;2008;1982;1987;1961;1924;1888;1852;1817;1769;1731;1694;1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421530;Vale do Itajai ;Salete;7370;7386;7402;7553;7573;7594;7614;7634;7626;7642;7659;7674;4987;4998;5009;5111;5124;5139;5152;5166;5160;5171;5183;5193;0;0;0;0;0;0;0;0;0;0;7642;0;0;0;0;0;0;0;0;0;0;0;5183;0
421535;Oeste Catarinense ;Saltinho;3961;3943;3926;3948;3923;3897;3872;3847;3808;3781;3754;3727;1255;1249;1244;1251;1243;1235;1227;1219;1207;1198;1189;1181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421540;Oeste Catarinense ;Salto Veloso;4301;4332;4361;4495;4536;4576;4616;4655;4680;4718;4756;4792;3402;3427;3449;3555;3588;3620;3651;3682;3702;3732;3762;3790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421545;Sul Catarinense ;Sangao;10400;10575;10744;11294;11532;11767;12001;12233;12446;12678;12905;13128;4856;4938;5017;5273;5385;5494;5604;5712;5811;5920;6026;6130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421550;Serrana;Santa Cecilia;15757;15831;15902;16315;16413;16510;16606;16701;16741;16830;16918;17004;13663;13727;13789;14147;14232;14316;14399;14482;14516;14593;14670;14744;0;0;0;0;0;0;13699;0;0;0;0;0;0;0;0;0;0;0;5152;0;0;0;0;0
421555;Oeste Catarinense ;Santa Helena;2382;2367;2351;2354;2331;2309;2288;2266;2247;2223;2200;2178;882;876;871;872;863;855;847;839;832;823;815;806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421560;Sul Catarinense ;Santa Rosa de Lima;2065;2070;2074;2116;2122;2128;2133;2139;2137;2142;2147;2151;518;519;520;531;532;534;535;537;536;537;539;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421565;Sul Catarinense ;Santa Rosa do Sul;8054;8073;8091;8261;8285;8309;8333;8356;8338;8358;8378;8397;3746;3755;3763;3842;3853;3865;3876;3886;3878;3887;3897;3906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421567;Norte Catarinense;Santa Terezinha;8767;8762;8756;8883;8873;8864;8855;8846;8801;8787;8773;8760;1513;1512;1511;1533;1531;1530;1528;1527;1519;1516;1514;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421568;Oeste Catarinense ;Santa Terezinha do Progresso;2896;2857;2818;2776;2720;2666;2611;2557;2484;2428;2372;2317;539;532;524;517;506;496;486;476;462;452;441;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421569;Oeste Catarinense ;Santiago do Sul;1465;1448;1431;1414;1389;1365;1341;1317;1286;1260;1235;1211;650;642;635;627;616;606;595;584;571;559;548;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
