TimeIndex,Decibel
16503,63.44940157
16541,61.21215653
16582,60.78471671
16623,64.19874869
16661,62.76456049
16701,64.49667713
16741,60.66508725
16783,61.00050181
16821,64.04270419
16881,64.00523554
16920,65.92444778
16960,61.34038507
17001,61.34644576
17041,63.5901023
17082,57.91660189
17123,55.90624373
17162,60.46516927
17201,64.32234865
17240,58.29306454
17282,50.00549541
17322,51.31194207
17362,62.10318195
17402,64.55307158
17443,66.07832874
17483,65.07171682
17523,64.25100067
17563,62.09661024
17603,66.19829996
17643,62.40351317
17682,61.31263204
17720,57.0848208
17762,52.06523578
17802,42.5680558
17842,58.28809127
17882,60.41395878
17922,50.14437895
17962,46.84480694
18022,58.77325547
18063,54.09643074
18102,50.98607831
18142,44.24667868
18182,46.21296513
18222,54.65250816
18262,56.72698495
18302,52.36739754
18342,44.35378913
18382,58.8748443
18422,62.4484033
18460,63.98613976
18502,62.40580565
18542,64.25950302
18582,65.78262816
18621,64.78655844
18662,65.08641252
18702,64.43159976
18740,65.70160255
18782,66.83829092
18822,65.41504093
18862,65.62229979
18902,63.31166961
18942,61.04054815
18980,61.15472215
19020,61.53362215
19062,63.07499855
19120,56.9059778
19160,54.30735076
19199,45.49603141
19239,45.40247396
19279,51.29778458
19320,47.20093642
19360,44.683088
19402,61.63437335
19443,65.90834208
19481,61.8927253
19520,65.45594099
19562,66.74544959
19600,62.62939038
19642,58.09710705
19682,59.50294029
19721,62.32116619
19760,60.36076733
19800,53.5032373
19840,54.64246011
19881,57.57487384
19920,53.98034879
19962,47.87067936
20000,48.12226417
20041,45.72527761
20081,44.35482722
20120,40.03204497
20160,39.16417491
20200,29.91598347
20260,28.35045472
20300,42.71825056
20321,51.69940826
20360,51.70055595
20402,47.11865032
20443,39.47019803
20481,50.8947115
20521,52.04392175
20560,52.40553595
20600,57.30703452
20640,62.82148588
20680,65.97982674
20720,66.33472058
20760,67.28100523
20819,62.03881315
20859,60.92499658
20899,62.46146642
20939,66.52297772
20979,68.60975645
21019,65.09922431
21059,63.47653332
21099,61.18588882
21139,59.3358472
21179,63.9667856
21219,67.22621392
21259,65.70485566
21299,66.46886044
21340,62.47810617
21380,62.97468743
21420,68.59458321
21460,68.42697679
21500,64.38175219
21540,63.78993091
21580,61.15750059
21619,64.42909627
21660,66.38134693
21700,61.659569
21739,59.77258922
21779,58.01448069
21819,62.38605831
21859,59.70546655
21919,56.24939567
21959,50.41670862
21999,48.43196027
22039,56.18929961
22079,65.18878447
22119,62.1625859
22159,59.73932914
22199,53.4129826
22239,52.91316904
22279,48.88426716
22319,49.69259302
22359,56.97367607
22399,55.22996899
22439,52.49530055
22479,60.31431125
22519,53.42497253
22560,43.05306964
22599,32.35961646
22639,39.41003722
22679,60.62833745
22719,58.80937042
22760,64.11717007
22800,62.60934816
22840,60.87591263
22880,60.03681199
22920,60.72352368
22960,48.40848838
23000,51.10777954
23059,62.38046628
23099,64.27989458
23139,52.5393438
23179,49.77996107
23219,46.78007758
23259,49.10807577
23299,48.30762826
23339,46.85398963
23379,38.28602469
23419,30.8279939
23459,15.14522553
23499,15.12978156
23539,7.676444376
23579,10.44137988
23620,12.50983309
23660,10.57779837
23700,11.56814744
23740,18.32334242
23780,50.92935468
23820,59.87421007
23860,57.56156319
23900,59.84297949
23940,60.56032317
23980,64.30394419
24020,58.67606679
24060,56.8614783
24100,62.92886175
24160,61.60463341
24200,59.28973975
24240,60.51954473
24281,60.24049616
24319,63.29577973
24360,58.45498555
24400,58.62792694
24440,58.2528007
24480,50.82338689
24519,56.78419201
24560,57.60911811
24600,61.75671465
24640,64.81093792
24680,64.44074005
24720,63.15404907
24760,60.75932878
24800,59.99083211
24840,57.33548508
24880,55.39466384
24920,57.12284538
24960,55.16429558
25000,51.77226964
25040,50.88915663
25080,45.38087517
25119,38.37099338
25160,37.89878671
25200,27.78996236
25240,9.972771417
25280,8.96004294
25320,7.375777492
25360,11.36147035
25400,9.591425824
25440,12.88016545
25480,10.83021649
25520,11.12673812
25560,9.819378714
25601,12.3170164
25640,29.25912663
25680,48.82957671
25720,50.64907484
25760,55.21056763
25820,36.63822347
25860,48.07483901
25900,54.3735752
25940,56.56663061
25980,58.91290448
26020,58.00297487
26060,53.09066705
26100,50.3452787
26140,52.87250735
26180,61.87538489
26220,63.33780557
26260,60.62085722
26300,59.15814414
26340,59.92187483
26380,53.4055261
26421,47.14016185
26460,57.78072862
26501,58.64739974
26540,57.71238329
26580,55.52188454
26620,55.91148406
26660,55.39943012
26701,47.15091615
26740,54.84038195
26780,52.78222426
26820,53.35629214
26860,48.19395246
26900,42.08942133
26960,34.32830475
27000,13.95402457
27040,30.92424749
27080,39.95085614
27119,47.18516109
27160,44.85849664
27200,38.78836675
27241,35.22598132
27280,48.20710207
27320,50.69204615
27360,45.50678369
27400,45.14714306
27440,46.10829747
27479,40.43116808
27520,24.94221391
27560,48.41175635
27600,48.27308807
27641,44.34274365
27680,53.03360757
27720,49.5273368
27760,44.36190992
27800,38.09262666
27840,19.48119206
27880,46.69136143
27920,49.22400799
27960,48.28901721
28000,50.88844466
28060,43.4760401
28100,30.42621871
28140,11.11025349
28180,9.538114479
28220,26.64452039
28260,34.80036714
28299,19.38191253
28340,14.94050495
28380,10.06279761
28420,9.434183257
28460,8.616397395
28500,9.736483402
28540,10.10747509
28580,11.8284055
28620,11.46992717
28660,9.458684738
28700,42.23542844
28740,39.14215291
28780,17.2179038
28820,39.37293421
28860,47.14329343
28900,43.85351779
28940,33.22258877
28980,43.51895446
29020,45.7761101
29060,38.013601
29100,20.35842768
29140,38.33749264
29180,31.38317151
29220,9.174808927
29260,10.10747509
29300,46.83653445
29340,65.85385523
29380,61.66119034
29420,59.45728754
29460,55.76657884
29500,60.14432222
29540,58.31229507
29580,53.11465781
29620,51.19995923
29660,43.47508328
29700,50.33425546
29760,56.77522064
29799,58.61848867
29840,58.57799854
29880,59.27725666
29920,54.46039747
29959,55.43728437
30000,50.30084101
30039,45.80767565
30080,47.56023349
30120,52.56401708
30159,57.0272103
30200,54.86788573
30240,57.75478813
30280,57.33495393
30320,59.86334138
30360,58.20160559
30400,55.25147142
30440,53.26388557
30480,55.17317185
30520,50.2063953
30560,49.6627274
30600,53.65141667
30640,51.51906486
30680,51.83548467
30720,49.65822953
30760,48.0369881
30800,46.54375601
30859,47.23545104
30900,43.76563047
30939,39.36450653
30979,35.78813042
31019,34.92722983
31059,23.7012321
31100,19.82167716
31140,21.91197048
31180,15.9175383
31220,11.29183319
31260,18.076543
31300,22.15874098
31339,28.70962719
31379,40.10714691
31420,48.38830236
31460,51.88136025
31500,48.53860197
31540,48.75274984
31580,44.63112481
31620,38.46538956
31660,28.22656159
31702,15.66975134
31740,34.50378773
31780,37.21548778
31821,26.57152463
31860,20.13528436
31900,33.09117838
31940,34.63058447
32000,51.9989632
32040,61.57698731
32080,64.932985
32119,66.04873435
32160,66.45567849
32200,64.10320363
32239,63.82800156
32280,63.94034353
32320,60.85429336
32360,60.74749296
32400,52.26491112
32440,59.35475359
32479,60.88134867
32521,64.29054452
32560,62.02546793
32600,59.06204328
32640,55.40762146
32680,53.56293445
32721,48.36233433
32760,54.09369137
32800,58.25690849
32840,64.73489547
32880,65.36968887
32920,64.51250596
32960,59.73801497
33000,57.66894244
33040,51.41536751
33100,59.59544991
33140,62.49407106
33180,57.43977764
33220,60.6504534
33260,58.69865375
33300,62.86583203
33340,62.15619212
33380,55.77714779
33420,58.78824008
33460,59.67903872
33500,55.92376823
33520,53.73633474
33560,46.86821185
33600,38.180026
33662,54.40097069
33700,60.8918249
33740,58.03845086
33780,61.06666783
33820,59.15860987
33860,60.42063193
33900,57.20054649
33940,55.5064655
33980,56.58781782
34020,58.86749223
34060,57.89671372
34100,55.09130299
34140,60.11480218
34180,59.77742453
34220,64.02744653
34261,61.85006558
34300,60.37468109
34340,56.37648103
34380,48.09408739
34420,37.97507739
34460,28.31931875
34500,23.31932044
34540,16.91134796
34580,28.62383978
34620,20.75774997
34660,24.37792132
34700,17.66952823
34760,23.39635523
34800,36.25838816
34840,51.34542947
34880,46.47018236
34920,55.70104307
34960,60.07552084
35000,59.84959734
35040,57.63146383
35080,53.75029435
35120,53.94586118
35160,58.30048593
35200,58.98995239
35240,56.63826966
35280,60.80269243
35320,58.50298815
35360,56.06651862
35401,56.33956265
35441,49.92439104
35480,38.63338961
35520,30.26677329
35560,32.12794546
35600,37.37584135
35641,42.7118836
35680,42.50395685
35720,54.94795216
35760,50.19663452
35800,48.5147727
35840,51.83599619
35900,53.12231729
35940,43.04470343
35980,38.86450121
36020,46.61720371
36060,53.41328973
36100,59.23715465
36140,58.14764988
36180,59.50652592
36220,59.8949208
36260,60.81704864
36300,60.84832816
36340,62.44548107
36380,60.50046846
36420,58.33017355
36460,59.36377357
36500,55.20490195
36540,48.58899587
36580,37.36262766
36620,29.64659682
36660,16.06922121
36700,14.20548783
36740,17.48603289
36780,28.66990744
36820,35.83301144
36860,28.29900804
36900,46.74979523
36940,33.62513714
36999,27.7437479
37040,26.66970066
37080,13.74989608
37120,18.75361676
37160,37.43469867
37200,45.12792235
37240,31.73694909
37280,34.19564861
37320,32.62454136
37359,44.00347487
37399,57.1471849
37440,55.52863809
37480,59.60738427
37520,53.24122861
37560,55.18251663
37600,52.39871511
37640,53.38585003
37680,46.2653798
37720,36.02089981
37760,32.38866942
37800,50.6779902
37840,55.52336445
37880,55.64054733
37920,52.7409962
37960,53.50244662
38000,60.93979441
38040,61.18883304
38080,61.76093667
38120,60.61743522
38160,58.5711779
38200,53.6072066
38240,51.48573685
38280,62.53232728
38320,62.7805156
38360,59.04983193
38400,60.18991208
38440,62.78466116
38480,63.7789024
38520,62.22841349
38560,59.07690099
38600,58.10122879
38640,58.11121859
38700,61.65144675
38740,60.95068252
38780,62.9561765
38820,61.70186712
38860,62.05022737
38900,61.53322673
38940,54.66560707
38980,46.47355153
39020,50.21448125
39060,55.99262796
39100,59.80972756
39140,60.27777269
39180,63.63712701
39220,61.77790616
39260,60.22619701
39300,66.65413285
39340,66.46181191
39380,62.69117162
39420,63.89727825
39460,63.19687986
39500,63.29802754
39540,62.13074268
39580,61.84077299
39620,61.3546625
39660,61.26984657
39700,58.14062994
39741,53.5199169
39800,52.1289864
39840,55.85133794
39879,63.53181233
39920,64.54578132
39959,65.33387223
39999,62.67740044
40039,58.80197946
40079,61.68830013
40119,62.75243572
40159,61.72126376
40199,58.85006878
40239,58.08940524
40279,61.1936568
40319,61.42625391
40360,57.32030989
40400,62.21647323
40440,63.06249947
40480,63.10508732
40520,65.50644196
40560,66.62817117
40600,64.16709802
40640,64.67822426
40680,64.26129251
40720,60.23931886
40760,66.08918484
40800,66.28928129
40840,68.78420252
40880,67.7015525
40940,60.90266232
40980,62.64790074
41020,62.30792583
41060,60.76056053
41100,59.23059034
41139,55.85973516
41180,55.71840743
41220,42.90260996
41260,42.72445239
41300,46.98851483
41340,63.36473414
41380,67.41265568
41420,67.49098679
41460,66.01127179
41500,59.37478417
41540,65.16461321
41580,69.92494093
41620,61.85854959
41660,60.13188357
41700,55.16294155
41740,49.31815683
41780,46.38115049
41820,63.0921661
41860,63.70056183
41900,66.4088895
41940,66.11088133
41980,64.47578523
42040,65.76371052
42080,69.89506297
42120,68.80431534
42160,67.95184075
42200,66.48553649
42240,61.69688808
42280,63.84283639
42300,65.85353061
42340,60.44511062
42380,60.29008665
42420,53.85408878
42460,52.50402276
42500,65.07093179
42540,60.66826592
42600,41.60300527
42640,31.86661884
42680,42.59172785
42720,57.9691908
42760,57.81108364
42800,57.10603122
42840,62.97979564
42880,49.06559003
42920,42.72799407
42960,33.86085427
43000,53.88679991
43040,62.01642025
43080,59.20934131
43120,56.05705534
43160,60.1364134
43201,61.58097943
43240,57.71001312
43280,53.08950037
43320,35.92487922
43360,28.54041917
43400,53.28359049
43440,61.43838863
43480,58.11802876
43520,64.60241136
43560,65.4542688
43601,61.97822814
43640,56.744272
43700,53.48656621
43740,58.93949596
43780,69.57045974
43820,66.59366066
43860,63.85489671
43900,63.20408481
43940,63.01044847
43980,60.08686913
44020,56.68302038
44060,60.49358635
44100,61.85483271
44140,66.75022397
44180,63.39296532
44220,61.06822263
44260,68.64827152
44300,64.9835621
44340,64.59246743
44380,58.07377068
44421,56.98168606
44460,55.88102563
44500,64.77960184
44540,67.81327879
44580,66.50974208
44620,66.67542755
44660,61.15206368
44700,61.41104324
44740,63.09227881
44780,64.48934626
44839,57.81596968
44880,55.49308207
44920,50.05337563
44960,39.53053845
45000,37.79112605
45040,53.55949122
45080,54.1035602
45120,53.35895179
45160,59.76841437
45200,58.2564619
45240,55.17641299
45280,49.24905841
45320,40.07987183
45360,50.84343091
45400,59.2878008
45440,61.0195112
45480,56.7797634
45520,54.6701185
45560,46.46503052
45600,48.2416446
45640,49.96309239
45680,61.17888507
45720,63.93551219
45760,72.47265835
45800,68.07326654
45840,67.72870174
45880,68.10083022
45939,63.67984103
45980,62.57293926
46020,60.69411517
46059,56.67642929
46100,56.80696684
46140,57.62335792
46180,58.09574292
46219,63.55108108
46260,63.28836595
46300,66.07339599
46340,63.98662078
46380,61.28215598
46420,62.04607059
46460,62.18721974
46500,61.1716364
46540,58.81607445
46580,53.77875259
46620,50.14592863
46660,44.86317353
46700,50.86313632
46740,50.90773244
46780,51.96737067
46820,54.82930576
46861,62.38998776
46900,54.22052138
46940,48.40981171
46980,59.248753
47020,60.15500347
47061,58.80030334
47100,52.26065129
47145,52.08134937
47180,45.23878543
47220,38.92989047
47260,36.37060376
47300,41.0028883
47340,42.75245445
47380,29.03467589
47420,13.55711861
47460,18.60528503
47500,17.82131758
47540,15.91114317
47580,21.13954538
47640,32.55458538
47680,45.12830386
47720,46.38226039
47760,39.58362143
47800,41.66459139
47840,48.94644365
47880,54.8417253
47920,57.4018222
47960,56.51161834
48000,46.66647029
48040,37.72337222
48080,36.79810218
48120,36.36544199
48160,39.12982707
48200,55.80507386
48240,59.23766412
48280,61.98103673
48320,58.6489615
48360,53.08765358
48400,53.48941971
48440,53.87493504
48480,57.14234654
48520,59.08434163
48560,58.72854858
48600,65.02684218
48640,59.33495386
48680,61.50583973
48740,70.82682056
48780,68.83307243
48820,64.40089987
48860,64.46590981
48900,61.60652312
48940,56.92525306
48980,57.46206786
49020,54.96158391
49060,53.18319785
49099,59.9207068
49139,59.38530232
49179,54.69007922
49219,55.64324986
49259,58.3002767
49300,49.22608714
49340,47.65538555
49380,48.7787155
49420,54.87247565
49460,62.94848202
49500,48.71025892
49540,52.03227575
49580,54.1669171
49620,61.68912398
49660,59.81445779
49700,51.7108377
49740,44.778222
49780,34.20604177
49820,41.29472836
49879,43.74752518
49919,47.98552769
49959,46.30623761
50000,40.09156156
50039,42.12670761
50080,33.82517146
50119,8.428417794
50160,9.945125616
50200,7.617282087
50239,18.13245066
50280,9.738800394
50319,7.393480338
50360,11.46526003
50400,15.30658423
50440,9.74240215
50480,35.36599936
50520,62.60913911
50560,68.90042324
50600,64.5670696
50640,61.77135951
50680,63.70759782
50720,64.97873339
50760,65.49735643
50800,64.28076929
50840,62.6289638
50880,62.52408617
50920,64.39110531
50980,64.02705136
51020,64.94367127
51060,64.70718507
51100,64.46694613
51120,67.45513181
51160,68.23244545
51201,65.44038492
51241,60.99091119
51280,63.7986899
51320,65.42818336
51360,71.62458221
51400,70.54472767
51440,68.002885
51480,66.15163415
51540,65.80439907
51580,67.97549693
51620,68.39061175
51660,66.48896657
51700,64.83988882
51740,67.23039302
51780,67.97995049
51820,57.46540378
51860,58.64667112
51900,58.62940071
51940,63.48493625
51980,62.8862734
52020,60.67262376
52061,58.59370556
52100,61.85175807
52140,64.10889353
52180,59.32890035
52220,57.47825886
52260,55.95522501
52300,65.34711042
52340,66.15938403
52380,66.99050106
52420,61.31596167
52460,62.12655757
52500,65.01804528
52540,65.23114912
52580,60.56011677
52640,62.1624084
52680,64.35419567
52720,66.94830995
52760,57.18246864
52800,55.25468302
52840,65.22874114
52880,63.06528817
52920,63.74232984
52960,62.50051859
53000,61.63419718
53040,60.72004114
53080,58.80834414
53120,51.62991318
53160,41.96884074
53200,36.57697398
53240,30.25634973
53280,15.69999263
53320,13.96930653
53360,13.37280943
53400,18.68871318
53440,15.39487762
53480,32.98463434
53520,54.06446979
53560,64.33450441
53600,55.85395932
53640,36.02067868
53680,35.21129835
53720,38.99523718
53781,36.12496782
53820,24.30236713
53860,35.01037855
53900,60.71075921
53940,64.19585971
53980,57.9333097
54020,56.1564174
54060,66.10312022
54100,60.01898019
54140,63.79524917
54179,66.37815595
54220,63.7772106
54260,62.86585565
54300,67.63152019
54340,65.65149987
54380,63.5017297
54420,65.42633465
54460,63.71591128
54500,61.98810024
54540,67.11528681
54580,68.41499702
54620,67.24848581
54660,67.42560684
54700,67.00339947
54740,67.05901346
54780,66.32136663
54820,64.87667625
54879,63.97585833
54919,67.06510143
54960,69.0145075
54999,66.30661926
55040,65.91833076
55080,65.46819929
55119,62.2971412
55160,62.15953841
55200,68.02339423
55240,65.6205187
55280,64.41344382
55320,65.71347123
55360,66.44157566
55400,63.67180691
55440,62.23354985
55480,63.90910368
55520,70.82283816
55560,74.00474461
55600,70.03116649
55640,63.57859444
55680,69.34191143
55720,70.25578987
55760,72.81135644
55800,67.47746667
55840,65.41656897
55880,66.7095093
55920,67.44727486
55960,67.28419949
56001,68.55444963
56040,68.23120088
56080,64.32111963
56120,67.79026185
56161,69.23720901
56200,59.13403169
56240,51.11013069
56280,70.73867618
56320,65.29366734
56360,59.9239509
56400,70.11521028
56440,68.49640504
56480,66.53339006
56520,74.63883163
56580,74.03063019
56620,67.24487745
56660,70.58819605
56700,69.23713546
56740,65.183101
56780,47.08371289
56820,47.42841418
56860,66.874409
56900,66.1087847
56940,65.94878475
56980,64.4536215
57020,62.65936847
57060,65.67563253
57100,71.0165904
57140,71.42225768
57180,69.85222625
57220,64.11257728
57260,57.28431813
57300,69.58233274
57340,76.75329153
57380,76.22466128
57420,72.30170691
57460,64.82690862
57500,66.47641819
57540,68.0840614
57580,63.5464023
57620,59.40375293
57679,49.90877629
57720,58.73467297
57760,63.21578842
57800,62.62202053
57839,52.41443605
57879,52.09052046
57919,62.93961544
57959,59.83350354
57999,67.72238515
58040,68.96679134
58079,60.33567413
58119,65.29029374
58159,63.53945689
58199,58.89869111
58240,62.86831417
58280,64.68523473
58320,71.03176581
58360,68.28102374
58400,61.17577503
58440,54.36093127
58480,61.6520404
58520,66.57799939
58560,68.28212333
58600,64.86821448
58640,59.93816914
58680,62.9215
58720,62.34030352
58760,61.67498747
58820,62.50522276
58859,62.88088804
58899,59.36174829
58939,68.19187312
58980,71.56201139
59019,67.68386108
59059,55.38031443
59099,65.26427145
59139,68.4215978
59179,66.95105418
59219,64.45225367
59259,65.16520992
59299,68.878279
59340,69.61086811
59380,67.2430692
59420,62.85940981
59460,63.44314424
59500,64.69636442
59540,65.26047255
59580,66.13099682
59620,59.77185307
59659,61.68132079
59700,62.78183889
59740,59.87023739
59780,64.71613467
59820,58.11548215
59860,51.82582448
59900,52.82338433
59940,61.27029854
59980,67.7269353
60020,68.87449755
60060,69.84323604
60100,74.34483941
60140,73.58335432
60180,74.00834862
60220,72.83634405
60260,73.50125043
60300,76.0691012
60340,72.49516905
60380,68.81251382
60420,66.53238026
60480,70.08916377
60520,69.82163676
60560,69.37955967
60600,68.62241417
60640,67.12983709
60680,67.69630159
60720,70.0391251
60760,69.85122776
60800,68.78091279
60840,67.63192496
60880,67.92308105
60920,66.879205
60960,66.39152141
61000,64.91819742
61040,69.7557828
61080,71.12492783
61120,67.22026903
61160,65.70918246
61200,61.11473896
61240,63.20366074
61280,65.72250511
61320,58.30988134
61360,64.64288322
61400,60.75445004
61440,59.47700082
61480,61.95270261
61520,59.10089055
61580,64.08762376
61619,62.71749727
61660,65.62636961
61699,57.15602093
61740,51.3059429
61780,65.20179935
61820,61.70014841
61860,53.47077389
61900,63.38600699
61940,63.38756855
61980,70.63392995
62020,68.57572278
62060,60.25549556
62100,67.19191808
62140,69.33128544
62180,65.34914686
62220,66.00744696
62260,63.83789507
62300,66.27045991
62340,68.05171674
62380,68.7691071
62420,65.03373317
62460,67.46985714
62500,66.71223273
62540,67.85107125
62580,66.62764747
62620,67.66136802
62660,64.35126093
62720,62.18625478
62760,65.52259827
62799,58.21208875
62840,59.83803247
62880,55.36179658
62919,46.60818037
62959,38.79927083
63000,36.01676846
63041,30.65130621
63080,50.23088537
63120,59.48835428
63159,64.80846583
63200,61.61395958
