Pais;lat;lon;Date;Ano;Mes;MedPr;MedT
Brazil;-27.608.110;-48.510.554;mai/99;1999;may;157.74;23.94
Brazil;-27.608.111;-48.510.555;jun/99;1999;jun;84.5;23.74
Brazil;-27.608.112;-48.510.556;jul/99;1999;jul;61.59;23.81
Brazil;-27.608.113;-48.510.557;ago/99;1999;aug;47.68;24.36
Brazil;-27.608.114;-48.510.558;set/99;1999;sep;84.48;25.74
Brazil;-27.608.115;-48.510.559;out/99;1999;oct;115.82;25.99
Brazil;-27.608.116;-48.510.560;nov/99;1999;nov;172.97;25.66
Brazil;-27.608.117;-48.510.561;dez/99;1999;dec;223.06;25.93
Brazil;-27.608.118;-48.510.562;jan/00;2000;jan;260.02;25.76
Brazil;-27.608.119;-48.510.563;fev/00;2000;feb;254.22;25.5
Brazil;-27.608.120;-48.510.564;mar/00;2000;mar;258.94;25.34
Brazil;-27.608.121;-48.510.565;abr/00;2000;apr;200.21;25.12
Brazil;-27.608.122;-48.510.566;mai/00;2000;may;138.97;24.45
Brazil;-27.608.123;-48.510.567;jun/00;2000;jun;85.98;23.94
Brazil;-27.608.124;-48.510.568;jul/00;2000;jul;83.62;22.86
Brazil;-27.608.125;-48.510.569;ago/00;2000;aug;64.36;24.68
Brazil;-27.608.126;-48.510.570;set/00;2000;sep;105.15;25.09
Brazil;-27.608.127;-48.510.571;out/00;2000;oct;111.73;26.51
Brazil;-27.608.128;-48.510.572;nov/00;2000;nov;174.97;25.87
Brazil;-27.608.129;-48.510.573;dez/00;2000;dec;216.87;25.91
Brazil;-27.608.130;-48.510.574;jan/01;2001;jan;230.61;25.71
Brazil;-27.608.131;-48.510.575;fev/01;2001;feb;209.84;25.95
Brazil;-27.608.132;-48.510.576;mar/01;2001;mar;238.39;25.82
Brazil;-27.608.133;-48.510.577;abr/01;2001;apr;173.67;25.68
Brazil;-27.608.134;-48.510.578;mai/01;2001;may;129.62;24.63
Brazil;-27.608.135;-48.510.579;jun/01;2001;jun;98.49;23.26
Brazil;-27.608.136;-48.510.580;jul/01;2001;jul;67.4;24.02
Brazil;-27.608.137;-48.510.581;ago/01;2001;aug;46.19;25.03
Brazil;-27.608.138;-48.510.582;set/01;2001;sep;79.73;25.63
Brazil;-27.608.139;-48.510.583;out/01;2001;oct;123.62;26.16
Brazil;-27.608.140;-48.510.584;nov/01;2001;nov;161.41;26.3
Brazil;-27.608.141;-48.510.585;dez/01;2001;dec;214.71;26.11
Brazil;-27.608.142;-48.510.586;jan/02;2002;jan;266.64;25.89
Brazil;-27.608.143;-48.510.587;fev/02;2002;feb;217.75;25.87
Brazil;-27.608.144;-48.510.588;mar/02;2002;mar;211.85;26.1
Brazil;-27.608.145;-48.510.589;abr/02;2002;apr;190.05;25.82
Brazil;-27.608.146;-48.510.590;mai/02;2002;may;151.12;25.11
Brazil;-27.608.147;-48.510.591;jun/02;2002;jun;90.51;23.99
Brazil;-27.608.148;-48.510.592;jul/02;2002;jul;63.29;24.14
Brazil;-27.608.149;-48.510.593;ago/02;2002;aug;57.9;25.26
Brazil;-27.608.150;-48.510.594;set/02;2002;sep;77.95;25.52
Brazil;-27.608.151;-48.510.595;out/02;2002;oct;110.99;27
Brazil;-27.608.152;-48.510.596;nov/02;2002;nov;142.21;26.4
Brazil;-27.608.153;-48.510.597;dez/02;2002;dec;228.56;26.38
Brazil;-27.608.154;-48.510.598;jan/03;2003;jan;230.55;26.29
Brazil;-27.608.155;-48.510.599;fev/03;2003;feb;223.57;26.18
Brazil;-27.608.156;-48.510.600;mar/03;2003;mar;242.83;25.84
Brazil;-27.608.157;-48.510.601;abr/03;2003;apr;182.3;25.56
Brazil;-27.608.158;-48.510.602;mai/03;2003;may;139.14;24.58
Brazil;-27.608.159;-48.510.603;jun/03;2003;jun;93.74;24.44
Brazil;-27.608.160;-48.510.604;jul/03;2003;jul;63.75;23.75
Brazil;-27.608.161;-48.510.605;ago/03;2003;aug;67.71;24.27
Brazil;-27.608.162;-48.510.606;set/03;2003;sep;80.92;25.46
Brazil;-27.608.163;-48.510.607;out/03;2003;oct;104.28;26.2
Brazil;-27.608.164;-48.510.608;nov/03;2003;nov;146.26;26.12
Brazil;-27.608.165;-48.510.609;dez/03;2003;dec;166.59;26.45
Brazil;-27.608.166;-48.510.610;jan/04;2004;jan;273.7;25.95
Brazil;-27.608.167;-48.510.611;fev/04;2004;feb;275.8;25.56
Brazil;-27.608.168;-48.510.612;mar/04;2004;mar;249.21;25.78
Brazil;-27.608.169;-48.510.613;abr/04;2004;apr;172.98;25.81
Brazil;-27.608.170;-48.510.614;mai/04;2004;may;133.26;24.36
Brazil;-27.608.171;-48.510.615;jun/04;2004;jun;80.87;23.72
Brazil;-27.608.172;-48.510.616;jul/04;2004;jul;76.02;23.4
Brazil;-27.608.173;-48.510.617;ago/04;2004;aug;53.89;24.51
Brazil;-27.608.174;-48.510.618;set/04;2004;sep;67.14;26.13
Brazil;-27.608.175;-48.510.619;out/04;2004;oct;122.95;26.37
Brazil;-27.608.176;-48.510.620;nov/04;2004;nov;148.32;26.37
Brazil;-27.608.177;-48.510.621;dez/04;2004;dec;177.07;26.26
Brazil;-27.608.178;-48.510.622;jan/05;2005;jan;234.95;26.39
Brazil;-27.608.179;-48.510.623;fev/05;2005;feb;222.9;26.25
Brazil;-27.608.180;-48.510.624;mar/05;2005;mar;273.19;26.05
Brazil;-27.608.181;-48.510.625;abr/05;2005;apr;183.9;25.88
Brazil;-27.608.182;-48.510.626;mai/05;2005;may;155.11;25.02
Brazil;-27.608.183;-48.510.627;jun/05;2005;jun;79.85;24.48
Brazil;-27.608.184;-48.510.628;jul/05;2005;jul;55.67;23.73
Brazil;-27.608.185;-48.510.629;ago/05;2005;aug;51.54;25.28
Brazil;-27.608.186;-48.510.630;set/05;2005;sep;73.73;25.35
Brazil;-27.608.187;-48.510.631;out/05;2005;oct;116.49;26.81
Brazil;-27.608.188;-48.510.632;nov/05;2005;nov;151.3;26.32
Brazil;-27.608.189;-48.510.633;dez/05;2005;dec;236.07;25.78
Brazil;-27.608.190;-48.510.634;jan/06;2006;jan;208.87;26.37
Brazil;-27.608.191;-48.510.635;fev/06;2006;feb;233.99;26.12
Brazil;-27.608.192;-48.510.636;mar/06;2006;mar;267.43;25.94
Brazil;-27.608.193;-48.510.637;abr/06;2006;apr;223.27;25.24
Brazil;-27.608.194;-48.510.638;mai/06;2006;may;150.07;23.9
Brazil;-27.608.195;-48.510.639;jun/06;2006;jun;80.09;23.82
Brazil;-27.608.196;-48.510.640;jul/06;2006;jul;66.06;24.1
Brazil;-27.608.197;-48.510.641;ago/06;2006;aug;49.53;25.06
Brazil;-27.608.198;-48.510.642;set/06;2006;sep;74.69;25.56
Brazil;-27.608.199;-48.510.643;out/06;2006;oct;134.13;26.46
Brazil;-27.608.200;-48.510.644;nov/06;2006;nov;182.25;26.02
Brazil;-27.608.201;-48.510.645;dez/06;2006;dec;202.58;26.4
Brazil;-27.608.202;-48.510.646;jan/07;2007;jan;227.13;26.39
Brazil;-27.608.203;-48.510.647;fev/07;2007;feb;247.46;26.07
Brazil;-27.608.204;-48.510.648;mar/07;2007;mar;216.78;26.08
Brazil;-27.608.205;-48.510.649;abr/07;2007;apr;193.66;25.82
Brazil;-27.608.206;-48.510.650;mai/07;2007;may;130.29;24.33
Brazil;-27.608.207;-48.510.651;jun/07;2007;jun;71.53;24.11
Brazil;-27.608.208;-48.510.652;jul/07;2007;jul;70.99;23.76
Brazil;-27.608.209;-48.510.653;ago/07;2007;aug;54.56;24.6
Brazil;-27.608.210;-48.510.654;set/07;2007;sep;60.07;26.2
Brazil;-27.608.211;-48.510.655;out/07;2007;oct;116.69;26.69
Brazil;-27.608.212;-48.510.656;nov/07;2007;nov;160.39;26.27
Brazil;-27.608.213;-48.510.657;dez/07;2007;dec;203.91;26.13
Brazil;-27.608.214;-48.510.658;jan/08;2008;jan;265.85;25.63
Brazil;-27.608.215;-48.510.659;fev/08;2008;feb;237.26;25.64
Brazil;-27.608.216;-48.510.660;mar/08;2008;mar;277.57;25.44
Brazil;-27.608.217;-48.510.661;abr/08;2008;apr;208.7;25.18
Brazil;-27.608.218;-48.510.662;mai/08;2008;may;137.95;24
Brazil;-27.608.219;-48.510.663;jun/08;2008;jun;84.53;23.35
Brazil;-27.608.220;-48.510.664;jul/08;2008;jul;61.43;24
Brazil;-27.608.221;-48.510.665;ago/08;2008;aug;56.88;25.23
Brazil;-27.608.222;-48.510.666;set/08;2008;sep;76.02;25.53
Brazil;-27.608.223;-48.510.667;out/08;2008;oct;117.69;26.67
Brazil;-27.608.224;-48.510.668;nov/08;2008;nov;161.72;26.28
Brazil;-27.608.225;-48.510.669;dez/08;2008;dec;229.96;25.9
Brazil;-27.608.226;-48.510.670;jan/09;2009;jan;243.49;25.73
Brazil;-27.608.227;-48.510.671;fev/09;2009;feb;246.95;25.79
Brazil;-27.608.228;-48.510.672;mar/09;2009;mar;260.55;25.88
Brazil;-27.608.229;-48.510.673;abr/09;2009;apr;224.46;25.37
Brazil;-27.608.230;-48.510.674;mai/09;2009;may;157.2;24.6
Brazil;-27.608.231;-48.510.675;jun/09;2009;jun;105.7;23.33
Brazil;-27.608.232;-48.510.676;jul/09;2009;jul;75.42;23.98
Brazil;-27.608.233;-48.510.677;ago/09;2009;aug;62.74;25.02
Brazil;-27.608.234;-48.510.678;set/09;2009;sep;81.51;26.02
Brazil;-27.608.235;-48.510.679;out/09;2009;oct;144.01;26.37
Brazil;-27.608.236;-48.510.680;nov/09;2009;nov;132.2;26.98
Brazil;-27.608.237;-48.510.681;dez/09;2009;dec;221.83;26.17
Brazil;-27.608.238;-48.510.682;jan/10;2010;jan;237.21;26.38
Brazil;-27.608.239;-48.510.683;fev/10;2010;feb;208.46;26.78
Brazil;-27.608.240;-48.510.684;mar/10;2010;mar;228.82;26.48
Brazil;-27.608.241;-48.510.685;abr/10;2010;apr;208.09;25.67
Brazil;-27.608.242;-48.510.686;mai/10;2010;may;132.83;24.83
Brazil;-27.608.243;-48.510.687;jun/10;2010;jun;79.58;24.14
Brazil;-27.608.244;-48.510.688;jul/10;2010;jul;70.61;24.05
Brazil;-27.608.245;-48.510.689;ago/10;2010;aug;42.55;24.63
Brazil;-27.608.246;-48.510.690;set/10;2010;sep;63.7;26.42
Brazil;-27.608.247;-48.510.691;out/10;2010;oct;124.6;26.44
Brazil;-27.608.248;-48.510.692;nov/10;2010;nov;161.86;26.08
Brazil;-27.608.249;-48.510.693;dez/10;2010;dec;212.27;26.25
Brazil;-27.608.250;-48.510.694;jan/11;2011;jan;259.53;25.85
Brazil;-27.608.251;-48.510.695;fev/11;2011;feb;252.2;25.75
Brazil;-27.608.252;-48.510.696;mar/11;2011;mar;273.63;25.49
Brazil;-27.608.253;-48.510.697;abr/11;2011;apr;204.37;25.42
Brazil;-27.608.254;-48.510.698;mai/11;2011;may;145.81;24.49
Brazil;-27.608.255;-48.510.699;jun/11;2011;jun;77.83;23.91
Brazil;-27.608.256;-48.510.700;jul/11;2011;jul;68.64;24.15
Brazil;-27.608.257;-48.510.701;ago/11;2011;aug;54.16;25.11
Brazil;-27.608.258;-48.510.702;set/11;2011;sep;56.27;26
Brazil;-27.608.259;-48.510.703;out/11;2011;oct;141.76;26.09
Brazil;-27.608.260;-48.510.704;nov/11;2011;nov;159;25.87
Brazil;-27.608.261;-48.510.705;dez/11;2011;dec;190.95;26.13
Brazil;-27.608.262;-48.510.706;jan/12;2012;jan;244.4;25.55
Brazil;-27.608.263;-48.510.707;fev/12;2012;feb;228.27;25.77
Brazil;-27.608.264;-48.510.708;mar/12;2012;mar;216.58;25.72
Brazil;-27.608.265;-48.510.709;abr/12;2012;apr;162.22;25.63
Brazil;-27.608.266;-48.510.710;mai/12;2012;may;123.74;24.74
Brazil;-27.608.267;-48.510.711;jun/12;2012;jun;81.83;24.26
Brazil;-27.608.268;-48.510.712;jul/12;2012;jul;66.47;23.88
Brazil;-27.608.269;-48.510.713;ago/12;2012;aug;44.7;24.97
Brazil;-27.608.270;-48.510.714;set/12;2012;sep;64.74;26.26
Brazil;-27.608.271;-48.510.715;out/12;2012;oct;96.74;26.96
Brazil;-27.608.272;-48.510.716;nov/12;2012;nov;164.62;26.48
Brazil;-27.608.273;-48.510.717;dez/12;2012;dec;177.61;26.51
Brazil;-27.608.274;-48.510.718;jan/13;2013;jan;230.94;26.14
Brazil;-27.608.275;-48.510.719;fev/13;2013;feb;215.48;26.12
Brazil;-27.608.276;-48.510.720;mar/13;2013;mar;245.91;26.05
Brazil;-27.608.277;-48.510.721;abr/13;2013;apr;179.51;25.41
Brazil;-27.608.278;-48.510.722;mai/13;2013;may;144.27;24.86
Brazil;-27.608.279;-48.510.723;jun/13;2013;jun;96.77;24.56
Brazil;-27.608.280;-48.510.724;jul/13;2013;jul;75.47;23.88
Brazil;-27.608.281;-48.510.725;ago/13;2013;aug;65.73;24.43
Brazil;-27.608.282;-48.510.726;set/13;2013;sep;78.46;25.85
Brazil;-27.608.283;-48.510.727;out/13;2013;oct;121.36;26.29
Brazil;-27.608.284;-48.510.728;nov/13;2013;nov;168.69;26.05
Brazil;-27.608.285;-48.510.729;dez/13;2013;dec;214.91;26.34
Brazil;-27.608.286;-48.510.730;jan/14;2014;jan;196.68;26.18
Brazil;-27.608.287;-48.510.731;fev/14;2014;feb;233.13;25.99
Brazil;-27.608.288;-48.510.732;mar/14;2014;mar;243.29;25.71
Brazil;-27.608.289;-48.510.733;abr/14;2014;apr;187.91;25.64
Brazil;-27.608.290;-48.510.734;mai/14;2014;may;135.89;24.8
Brazil;-27.608.291;-48.510.735;jun/14;2014;jun;89.35;24.45
Brazil;-27.608.292;-48.510.736;jul/14;2014;jul;68.39;24.02
Brazil;-27.608.293;-48.510.737;ago/14;2014;aug;53.5;25.13
Brazil;-27.608.294;-48.510.738;set/14;2014;sep;73.21;26.46
Brazil;-27.608.295;-48.510.739;out/14;2014;oct;108.98;26.8
Brazil;-27.608.296;-48.510.740;nov/14;2014;nov;171.89;26.48
Brazil;-27.608.297;-48.510.741;dez/14;2014;dec;187.34;26.35
Brazil;-27.608.298;-48.510.742;jan/15;2015;jan;187.69;26.48
Brazil;-27.608.299;-48.510.743;fev/15;2015;feb;206.69;26.15
Brazil;-27.608.300;-48.510.744;mar/15;2015;mar;236.51;25.82
Brazil;-27.608.301;-48.510.745;abr/15;2015;apr;185.79;25.7
Brazil;-27.608.302;-48.510.746;mai/15;2015;may;141.27;24.98
Brazil;-27.608.303;-48.510.747;jun/15;2015;jun;79.41;24.51
Brazil;-27.608.304;-48.510.748;jul/15;2015;jul;74.81;24.54
Brazil;-27.608.305;-48.510.749;ago/15;2015;aug;43.46;25.64
Brazil;-27.608.306;-48.510.750;set/15;2015;sep;61.65;27.02
Brazil;-27.608.307;-48.510.751;out/15;2015;oct;91.63;27.08
Brazil;-27.608.308;-48.510.752;nov/15;2015;nov;130.18;26.87
Brazil;-27.608.309;-48.510.753;dez/15;2015;dec;152.39;26.83
Brazil;-27.608.310;-48.510.754;jan/16;2016;jan;247.63;26.53
Brazil;-27.608.311;-48.510.755;fev/16;2016;feb;183.71;26.44
Brazil;-27.608.312;-48.510.756;mar/16;2016;mar;218.01;26.42
Brazil;-27.608.313;-48.510.757;abr/16;2016;apr;151.26;26.5
Brazil;-27.608.314;-48.510.758;mai/16;2016;may;115.79;25.04
Brazil;-27.608.315;-48.510.759;jun/16;2016;jun;75.47;23.8
Brazil;-27.608.316;-48.510.760;jul/16;2016;jul;60.12;24.44
Brazil;-27.608.317;-48.510.761;ago/16;2016;aug;53.36;25.43
Brazil;-27.608.318;-48.510.762;set/16;2016;sep;67.81;25.87
Brazil;-27.608.319;-48.510.763;out/16;2016;oct;122.37;26.79
Brazil;-27.608.320;-48.510.764;nov/16;2016;nov;136.67;26.39
Brazil;-27.608.321;-48.510.765;dez/16;2016;dec;187.19;26.41
Brazil;-27.608.322;-48.510.766;jan/17;2017;jan;211.73;26.28
Brazil;-27.608.323;-48.510.767;fev/17;2017;feb;229.42;26.17
Brazil;-27.608.324;-48.510.768;mar/17;2017;mar;223.78;26.04
Brazil;-27.608.325;-48.510.769;abr/17;2017;apr;177.83;25.7
Brazil;-27.608.326;-48.510.770;mai/17;2017;may;126.38;25.38
Brazil;-27.608.327;-48.510.771;jun/17;2017;jun;75.69;24.48
Brazil;-27.608.328;-48.510.772;jul/17;2017;jul;48.63;23.89
Brazil;-27.608.329;-48.510.773;ago/17;2017;aug;47.49;25.23
Brazil;-27.608.330;-48.510.774;set/17;2017;sep;61.73;26.38
Brazil;-27.608.331;-48.510.775;out/17;2017;oct;100.69;26.95
Brazil;-27.608.332;-48.510.776;nov/17;2017;nov;150.06;26.4
Brazil;-27.608.333;-48.510.777;dez/17;2017;dec;201.06;26.33
Brazil;-27.608.334;-48.510.778;jan/18;2018;jan;213.05;26.08
Brazil;-27.608.335;-48.510.779;fev/18;2018;feb;247.38;25.87
Brazil;-27.608.336;-48.510.780;mar/18;2018;mar;221.83;26.23
Brazil;-27.608.337;-48.510.781;abr/18;2018;apr;200.54;25.65
Brazil;-27.608.338;-48.510.782;mai/18;2018;may;124.83;24.89
Brazil;-27.608.339;-48.510.783;jun/18;2018;jun;69.7;23.89
Brazil;-27.608.340;-48.510.784;jul/18;2018;jul;64.71;24.23
Brazil;-27.608.341;-48.510.785;ago/18;2018;aug;58.73;24.7
Brazil;-27.608.342;-48.510.786;set/18;2018;sep;78.87;26.28
Brazil;-27.608.343;-48.510.787;out/18;2018;oct;123;26.65
Brazil;-27.608.344;-48.510.788;nov/18;2018;nov;174.44;26.45
Brazil;-27.608.345;-48.510.789;dez/18;2018;dec;218.23;26.18
Brazil;-27.608.346;-48.510.790;jan/19;2019;jan;197.94;26.54
Brazil;-27.608.347;-48.510.791;fev/19;2019;feb;215.2;26.35
Brazil;-27.608.348;-48.510.792;mar/19;2019;mar;239.58;26.25
Brazil;-27.608.349;-48.510.793;abr/19;2019;apr;190.78;26.07
Brazil;-27.608.350;-48.510.794;mai/19;2019;may;145.5;25.41
Brazil;-27.608.351;-48.510.795;jun/19;2019;jun;78.35;24.81
Brazil;-27.608.352;-48.510.796;jul/19;2019;jul;65.64;23.98
Brazil;-27.608.353;-48.510.797;ago/19;2019;aug;48.04;25.05
Brazil;-27.608.354;-48.510.798;set/19;2019;sep;61.47;26.64
Brazil;-27.608.355;-48.510.799;out/19;2019;oct;115.6;26.84
Brazil;-27.608.356;-48.510.800;nov/19;2019;nov;149.33;26.84
Brazil;-27.608.357;-48.510.801;dez/19;2019;dec;175.68;26.54
Brazil;-27.608.358;-48.510.802;jan/20;2020;jan;246.83;26.56
Brazil;-27.608.359;-48.510.803;fev/20;2020;feb;223.96;26.34
Brazil;-27.608.360;-48.510.804;mar/20;2020;mar;232.12;26.38
Brazil;-27.608.361;-48.510.805;abr/20;2020;apr;180.8;25.65
Brazil;-27.608.362;-48.510.806;mai/20;2020;may;129.01;24.72
Brazil;-27.608.363;-48.510.807;jun/20;2020;jun;91.14;24.55
Brazil;-27.608.364;-48.510.808;jul/20;2020;jul;59.04;24.45
Brazil;-27.608.365;-48.510.809;ago/20;2020;aug;46.48;25.32
Brazil;-27.608.366;-48.510.810;set/20;2020;sep;58.55;26.8
Brazil;-27.608.367;-48.510.811;out/20;2020;oct;107.87;27.21
Brazil;-27.608.368;-48.510.812;nov/20;2020;nov;164.6;26.64
Brazil;-27.608.369;-48.510.813;dez/20;2020;dec;187.95;26.54
Brazil;-27.608.370;-48.510.814;jan/21;2021;jan;208.44;26.23
Brazil;-27.608.371;-48.510.815;fev/21;2021;feb;234.56;25.92
Brazil;-27.608.372;-48.510.816;mar/21;2021;mar;242.57;25.74
Brazil;-27.608.373;-48.510.817;abr/21;2021;apr;175.63;25.56
Brazil;-27.608.374;-48.510.818;mai/21;2021;may;112.32;24.67
Brazil;-27.608.375;-48.510.819;jun/21;2021;jun;82.78;24.05
Brazil;-27.608.376;-48.510.820;jul/21;2021;jul;64.56;23.8
Brazil;-27.608.377;-48.510.821;ago/21;2021;aug;57.48;25.41
Brazil;-27.608.378;-48.510.822;set/21;2021;sep;64.23;26.73
Brazil;-27.608.379;-48.510.823;out/21;2021;oct;129.19;26.66
Brazil;-27.608.380;-48.510.824;nov/21;2021;nov;185.38;26.11
Brazil;-27.608.381;-48.510.825;dez/21;2021;dec;224.42;26.02
Brazil;-27.608.382;-48.510.826;jan/22;2022;jan;214.88;26.3
Brazil;-27.608.383;-48.510.827;fev/22;2022;feb;209.12;26.24
Brazil;-27.608.384;-48.510.828;mar/22;2022;mar;249.58;25.85
Brazil;-27.608.385;-48.510.829;abr/22;2022;apr;167.74;25.83
Brazil;-27.608.386;-48.510.830;mai/22;2022;may;111.04;24.19
Brazil;-27.608.387;-48.510.831;jun/22;2022;jun;84.9;23.78
Brazil;-27.608.388;-48.510.832;jul/22;2022;jul;56.1;24.83
Brazil;-27.608.389;-48.510.833;ago/22;2022;aug;58.35;24.88
Brazil;-27.608.390;-48.510.834;set/22;2022;sep;65.06;25.87
Brazil;-27.608.391;-48.510.835;out/22;2022;oct;119.19;26.69
Brazil;-27.608.392;-48.510.836;nov/22;2022;nov;174.18;25.86
Brazil;-27.608.393;-48.510.837;dez/22;2022;dec;200.41;26.16
