Pais;lat;lon;Date;Ano;Mes;MedPr;MedT
Brazil;-27.607.370;-48.509.814;set/37;1937;sep;74.66;24.94
Brazil;-27.607.371;-48.509.815;out/37;1937;oct;132.04;25.17
Brazil;-27.607.372;-48.509.816;nov/37;1937;nov;150.78;25.65
Brazil;-27.607.373;-48.509.817;dez/37;1937;dec;209.58;25.5
Brazil;-27.607.374;-48.509.818;jan/38;1938;jan;222.1;25.46
Brazil;-27.607.375;-48.509.819;fev/38;1938;feb;211.84;25.56
Brazil;-27.607.376;-48.509.820;mar/38;1938;mar;226.95;25.14
Brazil;-27.607.377;-48.509.821;abr/38;1938;apr;177.89;24.42
Brazil;-27.607.378;-48.509.822;mai/38;1938;may;127.09;23.79
Brazil;-27.607.379;-48.509.823;jun/38;1938;jun;80.44;23.16
Brazil;-27.607.380;-48.509.824;jul/38;1938;jul;62.5;23.12
Brazil;-27.607.381;-48.509.825;ago/38;1938;aug;53.48;23.68
Brazil;-27.607.382;-48.509.826;set/38;1938;sep;68.2;24.94
Brazil;-27.607.383;-48.509.827;out/38;1938;oct;128.68;25.07
Brazil;-27.607.384;-48.509.828;nov/38;1938;nov;152.9;25.33
Brazil;-27.607.385;-48.509.829;dez/38;1938;dec;211.45;25.31
Brazil;-27.607.386;-48.509.830;jan/39;1939;jan;230.58;25.41
Brazil;-27.607.387;-48.509.831;fev/39;1939;feb;219.44;25.21
Brazil;-27.607.388;-48.509.832;mar/39;1939;mar;231.67;25.13
Brazil;-27.607.389;-48.509.833;abr/39;1939;apr;184.8;24.61
Brazil;-27.607.390;-48.509.834;mai/39;1939;may;133.42;24.31
Brazil;-27.607.391;-48.509.835;jun/39;1939;jun;77.67;23.48
Brazil;-27.607.392;-48.509.836;jul/39;1939;jul;81.36;22.73
Brazil;-27.607.393;-48.509.837;ago/39;1939;aug;61.1;24.13
Brazil;-27.607.394;-48.509.838;set/39;1939;sep;84.07;24.78
Brazil;-27.607.395;-48.509.839;out/39;1939;oct;117.03;25.57
Brazil;-27.607.396;-48.509.840;nov/39;1939;nov;164.96;25.45
Brazil;-27.607.397;-48.509.841;dez/39;1939;dec;189.72;25.37
Brazil;-27.607.398;-48.509.842;jan/40;1940;jan;256.63;25.37
Brazil;-27.607.399;-48.509.843;fev/40;1940;feb;232.13;25.45
Brazil;-27.607.400;-48.509.844;mar/40;1940;mar;248.92;25.31
Brazil;-27.607.401;-48.509.845;abr/40;1940;apr;174.49;25
Brazil;-27.607.402;-48.509.846;mai/40;1940;may;142.46;24.52
Brazil;-27.607.403;-48.509.847;jun/40;1940;jun;86.59;23.45
Brazil;-27.607.404;-48.509.848;jul/40;1940;jul;59.56;23.75
Brazil;-27.607.405;-48.509.849;ago/40;1940;aug;62.63;23.87
Brazil;-27.607.406;-48.509.850;set/40;1940;sep;85.42;24.93
Brazil;-27.607.407;-48.509.851;out/40;1940;oct;118.98;25.38
Brazil;-27.607.408;-48.509.852;nov/40;1940;nov;158.94;25.32
Brazil;-27.607.409;-48.509.853;dez/40;1940;dec;197.21;25.95
Brazil;-27.607.410;-48.509.854;jan/41;1941;jan;213.39;25.69
Brazil;-27.607.411;-48.509.855;fev/41;1941;feb;218.24;25.8
Brazil;-27.607.412;-48.509.856;mar/41;1941;mar;256.45;25.46
Brazil;-27.607.413;-48.509.857;abr/41;1941;apr;167.19;25.64
Brazil;-27.607.414;-48.509.858;mai/41;1941;may;100.44;24.39
Brazil;-27.607.415;-48.509.859;jun/41;1941;jun;78.61;23.15
Brazil;-27.607.416;-48.509.860;jul/41;1941;jul;61.03;23.33
Brazil;-27.607.417;-48.509.861;ago/41;1941;aug;58.39;24.64
Brazil;-27.607.418;-48.509.862;set/41;1941;sep;82.39;24.28
Brazil;-27.607.419;-48.509.863;out/41;1941;oct;131.43;25.72
Brazil;-27.607.420;-48.509.864;nov/41;1941;nov;159.15;25.7
Brazil;-27.607.421;-48.509.865;dez/41;1941;dec;193.46;25.73
Brazil;-27.607.422;-48.509.866;jan/42;1942;jan;213.07;25.94
Brazil;-27.607.423;-48.509.867;fev/42;1942;feb;226.67;25.63
Brazil;-27.607.424;-48.509.868;mar/42;1942;mar;219.91;25.59
Brazil;-27.607.425;-48.509.869;abr/42;1942;apr;169.04;25.15
Brazil;-27.607.426;-48.509.870;mai/42;1942;may;121.06;23.89
Brazil;-27.607.427;-48.509.871;jun/42;1942;jun;83.08;22.83
Brazil;-27.607.428;-48.509.872;jul/42;1942;jul;53.65;22.25
Brazil;-27.607.429;-48.509.873;ago/42;1942;aug;51.88;24.21
Brazil;-27.607.430;-48.509.874;set/42;1942;sep;93.24;25.28
Brazil;-27.607.431;-48.509.875;out/42;1942;oct;130.57;25.49
Brazil;-27.607.432;-48.509.876;nov/42;1942;nov;160.61;25.82
Brazil;-27.607.433;-48.509.877;dez/42;1942;dec;209.27;25.34
Brazil;-27.607.434;-48.509.878;jan/43;1943;jan;255.55;25.38
Brazil;-27.607.435;-48.509.879;fev/43;1943;feb;195.79;25.34
Brazil;-27.607.436;-48.509.880;mar/43;1943;mar;250.49;25.14
Brazil;-27.607.437;-48.509.881;abr/43;1943;apr;178.77;24.47
Brazil;-27.607.438;-48.509.882;mai/43;1943;may;114.52;24.18
Brazil;-27.607.439;-48.509.883;jun/43;1943;jun;79.94;23.36
Brazil;-27.607.440;-48.509.884;jul/43;1943;jul;60.35;23.15
Brazil;-27.607.441;-48.509.885;ago/43;1943;aug;52.11;23.2
Brazil;-27.607.442;-48.509.886;set/43;1943;sep;70.1;24.73
Brazil;-27.607.443;-48.509.887;out/43;1943;oct;123.85;25.85
Brazil;-27.607.444;-48.509.888;nov/43;1943;nov;178.47;25.53
Brazil;-27.607.445;-48.509.889;dez/43;1943;dec;218.98;25.25
Brazil;-27.607.446;-48.509.890;jan/44;1944;jan;217.43;25.41
Brazil;-27.607.447;-48.509.891;fev/44;1944;feb;224.49;25.46
Brazil;-27.607.448;-48.509.892;mar/44;1944;mar;220.13;25.28
Brazil;-27.607.449;-48.509.893;abr/44;1944;apr;194.31;24.56
Brazil;-27.607.450;-48.509.894;mai/44;1944;may;118.72;23.94
Brazil;-27.607.451;-48.509.895;jun/44;1944;jun;79.63;23.48
Brazil;-27.607.452;-48.509.896;jul/44;1944;jul;60.62;23.02
Brazil;-27.607.453;-48.509.897;ago/44;1944;aug;50.17;24.63
Brazil;-27.607.454;-48.509.898;set/44;1944;sep;80.68;25.47
Brazil;-27.607.455;-48.509.899;out/44;1944;oct;123.07;26.09
Brazil;-27.607.456;-48.509.900;nov/44;1944;nov;161.45;25.56
Brazil;-27.607.457;-48.509.901;dez/44;1944;dec;237.76;25.79
Brazil;-27.607.458;-48.509.902;jan/45;1945;jan;242.19;25.57
Brazil;-27.607.459;-48.509.903;fev/45;1945;feb;238.1;25.37
Brazil;-27.607.460;-48.509.904;mar/45;1945;mar;255.18;25.42
Brazil;-27.607.461;-48.509.905;abr/45;1945;apr;207.24;25.01
Brazil;-27.607.462;-48.509.906;mai/45;1945;may;143.04;23.41
Brazil;-27.607.463;-48.509.907;jun/45;1945;jun;81.56;22.8
Brazil;-27.607.464;-48.509.908;jul/45;1945;jul;70.79;23.2
Brazil;-27.607.465;-48.509.909;ago/45;1945;aug;41.41;24.84
Brazil;-27.607.466;-48.509.910;set/45;1945;sep;75.15;25.23
Brazil;-27.607.467;-48.509.911;out/45;1945;oct;137.44;25.62
Brazil;-27.607.468;-48.509.912;nov/45;1945;nov;173.14;25.55
Brazil;-27.607.469;-48.509.913;dez/45;1945;dec;217.26;25.27
Brazil;-27.607.470;-48.509.914;jan/46;1946;jan;234.27;25.19
Brazil;-27.607.471;-48.509.915;fev/46;1946;feb;211.04;25.64
Brazil;-27.607.472;-48.509.916;mar/46;1946;mar;222.24;25.26
Brazil;-27.607.473;-48.509.917;abr/46;1946;apr;165.85;24.67
Brazil;-27.607.474;-48.509.918;mai/46;1946;may;140.96;24.22
Brazil;-27.607.475;-48.509.919;jun/46;1946;jun;77.11;23.17
Brazil;-27.607.476;-48.509.920;jul/46;1946;jul;66.68;22.86
Brazil;-27.607.477;-48.509.921;ago/46;1946;aug;51.61;24.11
Brazil;-27.607.478;-48.509.922;set/46;1946;sep;71.96;25.42
Brazil;-27.607.479;-48.509.923;out/46;1946;oct;107.68;25.58
Brazil;-27.607.480;-48.509.924;nov/46;1946;nov;177.63;25.84
Brazil;-27.607.481;-48.509.925;dez/46;1946;dec;179.09;25.42
Brazil;-27.607.482;-48.509.926;jan/47;1947;jan;241.93;25.46
Brazil;-27.607.483;-48.509.927;fev/47;1947;feb;226.21;25.6
Brazil;-27.607.484;-48.509.928;mar/47;1947;mar;277.33;25.19
Brazil;-27.607.485;-48.509.929;abr/47;1947;apr;182.19;24.82
Brazil;-27.607.486;-48.509.930;mai/47;1947;may;131.21;24.06
Brazil;-27.607.487;-48.509.931;jun/47;1947;jun;83.64;23.61
Brazil;-27.607.488;-48.509.932;jul/47;1947;jul;73.96;22.68
Brazil;-27.607.489;-48.509.933;ago/47;1947;aug;58.26;23.93
Brazil;-27.607.490;-48.509.934;set/47;1947;sep;81.91;24.9
Brazil;-27.607.491;-48.509.935;out/47;1947;oct;141.14;25.11
Brazil;-27.607.492;-48.509.936;nov/47;1947;nov;203.39;25.28
Brazil;-27.607.493;-48.509.937;dez/47;1947;dec;223.74;25.14
Brazil;-27.607.494;-48.509.938;jan/48;1948;jan;227.62;25.58
Brazil;-27.607.495;-48.509.939;fev/48;1948;feb;220.42;25.37
Brazil;-27.607.496;-48.509.940;mar/48;1948;mar;268.49;25.03
Brazil;-27.607.497;-48.509.941;abr/48;1948;apr;165.9;24.75
Brazil;-27.607.498;-48.509.942;mai/48;1948;may;120.81;23.95
Brazil;-27.607.499;-48.509.943;jun/48;1948;jun;80;23.53
Brazil;-27.607.500;-48.509.944;jul/48;1948;jul;65.14;23.49
Brazil;-27.607.501;-48.509.945;ago/48;1948;aug;46.58;23.8
Brazil;-27.607.502;-48.509.946;set/48;1948;sep;80.22;25.13
Brazil;-27.607.503;-48.509.947;out/48;1948;oct;125.08;25.35
Brazil;-27.607.504;-48.509.948;nov/48;1948;nov;152.55;25.37
Brazil;-27.607.505;-48.509.949;dez/48;1948;dec;260.4;25.49
Brazil;-27.607.506;-48.509.950;jan/49;1949;jan;245.56;25.18
Brazil;-27.607.507;-48.509.951;fev/49;1949;feb;217.99;24.92
Brazil;-27.607.508;-48.509.952;mar/49;1949;mar;214.11;25.41
Brazil;-27.607.509;-48.509.953;abr/49;1949;apr;201.77;24.25
Brazil;-27.607.510;-48.509.954;mai/49;1949;may;132.63;23.54
Brazil;-27.607.511;-48.509.955;jun/49;1949;jun;90.43;23.47
Brazil;-27.607.512;-48.509.956;jul/49;1949;jul;68.66;22.76
Brazil;-27.607.513;-48.509.957;ago/49;1949;aug;61.98;23.71
Brazil;-27.607.514;-48.509.958;set/49;1949;sep;73.02;24.96
Brazil;-27.607.515;-48.509.959;out/49;1949;oct;130.92;25.08
Brazil;-27.607.516;-48.509.960;nov/49;1949;nov;172.86;25.42
Brazil;-27.607.517;-48.509.961;dez/49;1949;dec;186.67;25.41
Brazil;-27.607.518;-48.509.962;jan/50;1950;jan;235.96;25.16
Brazil;-27.607.519;-48.509.963;fev/50;1950;feb;221.93;25.12
Brazil;-27.607.520;-48.509.964;mar/50;1950;mar;270.3;24.73
Brazil;-27.607.521;-48.509.965;abr/50;1950;apr;203.23;24.57
Brazil;-27.607.522;-48.509.966;mai/50;1950;may;125.26;23.93
Brazil;-27.607.523;-48.509.967;jun/50;1950;jun;78.85;23.26
Brazil;-27.607.524;-48.509.968;jul/50;1950;jul;72.73;22.78
Brazil;-27.607.525;-48.509.969;ago/50;1950;aug;46.5;23.94
Brazil;-27.607.526;-48.509.970;set/50;1950;sep;60.64;25.08
Brazil;-27.607.527;-48.509.971;out/50;1950;oct;121.86;25.03
Brazil;-27.607.528;-48.509.972;nov/50;1950;nov;158.36;25.28
Brazil;-27.607.529;-48.509.973;dez/50;1950;dec;217.89;25.22
Brazil;-27.607.530;-48.509.974;jan/51;1951;jan;223.14;25.02
Brazil;-27.607.531;-48.509.975;fev/51;1951;feb;182.61;25.09
Brazil;-27.607.532;-48.509.976;mar/51;1951;mar;253.38;25.2
Brazil;-27.607.533;-48.509.977;abr/51;1951;apr;175.3;23.93
Brazil;-27.607.534;-48.509.978;mai/51;1951;may;134.89;23.81
Brazil;-27.607.535;-48.509.979;jun/51;1951;jun;82.68;22.86
Brazil;-27.607.536;-48.509.980;jul/51;1951;jul;55.68;22.77
Brazil;-27.607.537;-48.509.981;ago/51;1951;aug;45.04;23.8
Brazil;-27.607.538;-48.509.982;set/51;1951;sep;67.15;25.23
Brazil;-27.607.539;-48.509.983;out/51;1951;oct;121.06;25.64
Brazil;-27.607.540;-48.509.984;nov/51;1951;nov;139.03;25.65
Brazil;-27.607.541;-48.509.985;dez/51;1951;dec;193.54;25.27
Brazil;-27.607.542;-48.509.986;jan/52;1952;jan;206.17;25.76
Brazil;-27.607.543;-48.509.987;fev/52;1952;feb;229.63;25.72
Brazil;-27.607.544;-48.509.988;mar/52;1952;mar;252.27;25.46
Brazil;-27.607.545;-48.509.989;abr/52;1952;apr;175.27;24.31
Brazil;-27.607.546;-48.509.990;mai/52;1952;may;124.82;23.96
Brazil;-27.607.547;-48.509.991;jun/52;1952;jun;76.38;22.47
Brazil;-27.607.548;-48.509.992;jul/52;1952;jul;56.97;23.09
Brazil;-27.607.549;-48.509.993;ago/52;1952;aug;54.05;24.27
Brazil;-27.607.550;-48.509.994;set/52;1952;sep;77;24.85
Brazil;-27.607.551;-48.509.995;out/52;1952;oct;113.16;25.55
Brazil;-27.607.552;-48.509.996;nov/52;1952;nov;145.82;25.39
Brazil;-27.607.553;-48.509.997;dez/52;1952;dec;228.63;25.34
Brazil;-27.607.554;-48.509.998;jan/53;1953;jan;200.96;25.59
Brazil;-27.607.555;-48.509.999;fev/53;1953;feb;222.96;25.43
Brazil;-27.607.556;-48.510.000;mar/53;1953;mar;235.26;25.36
Brazil;-27.607.557;-48.510.001;abr/53;1953;apr;188.84;24.58
Brazil;-27.607.558;-48.510.002;mai/53;1953;may;120.49;24.23
Brazil;-27.607.559;-48.510.003;jun/53;1953;jun;71.66;23.3
Brazil;-27.607.560;-48.510.004;jul/53;1953;jul;69.94;22.24
Brazil;-27.607.561;-48.510.005;ago/53;1953;aug;46.67;24.67
Brazil;-27.607.562;-48.510.006;set/53;1953;sep;96.27;25.52
Brazil;-27.607.563;-48.510.007;out/53;1953;oct;127.01;25.39
Brazil;-27.607.564;-48.510.008;nov/53;1953;nov;162.1;25.63
Brazil;-27.607.565;-48.510.009;dez/53;1953;dec;232.29;25.41
Brazil;-27.607.566;-48.510.010;jan/54;1954;jan;199.43;25.4
Brazil;-27.607.567;-48.510.011;fev/54;1954;feb;222.18;25.54
Brazil;-27.607.568;-48.510.012;mar/54;1954;mar;248.63;25.18
Brazil;-27.607.569;-48.510.013;abr/54;1954;apr;172.91;25
Brazil;-27.607.570;-48.510.014;mai/54;1954;may;129.67;23.83
Brazil;-27.607.571;-48.510.015;jun/54;1954;jun;91.29;23.51
Brazil;-27.607.572;-48.510.016;jul/54;1954;jul;62.63;22.98
Brazil;-27.607.573;-48.510.017;ago/54;1954;aug;46.73;24.13
Brazil;-27.607.574;-48.510.018;set/54;1954;sep;70.69;25.31
Brazil;-27.607.575;-48.510.019;out/54;1954;oct;105.94;25.52
Brazil;-27.607.576;-48.510.020;nov/54;1954;nov;172.43;25.55
Brazil;-27.607.577;-48.510.021;dez/54;1954;dec;194.98;25.41
Brazil;-27.607.578;-48.510.022;jan/55;1955;jan;251;25.27
Brazil;-27.607.579;-48.510.023;fev/55;1955;feb;205.91;25.35
Brazil;-27.607.580;-48.510.024;mar/55;1955;mar;245.54;25.1
Brazil;-27.607.581;-48.510.025;abr/55;1955;apr;193.27;24.54
Brazil;-27.607.582;-48.510.026;mai/55;1955;may;129.04;23.69
Brazil;-27.607.583;-48.510.027;jun/55;1955;jun;79.79;23.35
Brazil;-27.607.584;-48.510.028;jul/55;1955;jul;70.53;22.35
Brazil;-27.607.585;-48.510.029;ago/55;1955;aug;45.3;24.01
Brazil;-27.607.586;-48.510.030;set/55;1955;sep;66.89;25.22
Brazil;-27.607.587;-48.510.031;out/55;1955;oct;119.19;25.27
Brazil;-27.607.588;-48.510.032;nov/55;1955;nov;166.61;25.33
Brazil;-27.607.589;-48.510.033;dez/55;1955;dec;216.36;25.27
Brazil;-27.607.590;-48.510.034;jan/56;1956;jan;206.44;25.2
Brazil;-27.607.591;-48.510.035;fev/56;1956;feb;232.62;24.99
Brazil;-27.607.592;-48.510.036;mar/56;1956;mar;237.06;25.14
Brazil;-27.607.593;-48.510.037;abr/56;1956;apr;203.45;24.2
Brazil;-27.607.594;-48.510.038;mai/56;1956;may;149.77;23.22
Brazil;-27.607.595;-48.510.039;jun/56;1956;jun;96.94;22.34
Brazil;-27.607.596;-48.510.040;jul/56;1956;jul;70.43;22.76
Brazil;-27.607.597;-48.510.041;ago/56;1956;aug;69.39;23.27
Brazil;-27.607.598;-48.510.042;set/56;1956;sep;70.7;24.99
Brazil;-27.607.599;-48.510.043;out/56;1956;oct;138.84;25.2
Brazil;-27.607.600;-48.510.044;nov/56;1956;nov;189.26;25.1
Brazil;-27.607.601;-48.510.045;dez/56;1956;dec;221.08;25.34
Brazil;-27.607.602;-48.510.046;jan/57;1957;jan;254.72;24.86
Brazil;-27.607.603;-48.510.047;fev/57;1957;feb;216.39;25.12
Brazil;-27.607.604;-48.510.048;mar/57;1957;mar;250.24;24.9
Brazil;-27.607.605;-48.510.049;abr/57;1957;apr;213.07;24.28
Brazil;-27.607.606;-48.510.050;mai/57;1957;may;128.46;24.33
Brazil;-27.607.607;-48.510.051;jun/57;1957;jun;81.93;23.38
Brazil;-27.607.608;-48.510.052;jul/57;1957;jul;62.42;22.47
Brazil;-27.607.609;-48.510.053;ago/57;1957;aug;55.79;24.21
Brazil;-27.607.610;-48.510.054;set/57;1957;sep;86.34;24.89
Brazil;-27.607.611;-48.510.055;out/57;1957;oct;108.05;25.84
Brazil;-27.607.612;-48.510.056;nov/57;1957;nov;155.25;25.5
Brazil;-27.607.613;-48.510.057;dez/57;1957;dec;186.38;25.89
Brazil;-27.607.614;-48.510.058;jan/58;1958;jan;249.3;25.89
Brazil;-27.607.615;-48.510.059;fev/58;1958;feb;213.84;26.12
Brazil;-27.607.616;-48.510.060;mar/58;1958;mar;231.79;25.54
Brazil;-27.607.617;-48.510.061;abr/58;1958;apr;185.32;24.97
Brazil;-27.607.618;-48.510.062;mai/58;1958;may;114.37;24.23
Brazil;-27.607.619;-48.510.063;jun/58;1958;jun;66.51;23.95
Brazil;-27.607.620;-48.510.064;jul/58;1958;jul;62.16;23.92
Brazil;-27.607.621;-48.510.065;ago/58;1958;aug;44.63;23.87
Brazil;-27.607.622;-48.510.066;set/58;1958;sep;71.52;25.29
Brazil;-27.607.623;-48.510.067;out/58;1958;oct;128.2;25.66
Brazil;-27.607.624;-48.510.068;nov/58;1958;nov;145.9;25.69
Brazil;-27.607.625;-48.510.069;dez/58;1958;dec;214.93;25.85
Brazil;-27.607.626;-48.510.070;jan/59;1959;jan;233.44;25.45
Brazil;-27.607.627;-48.510.071;fev/59;1959;feb;211.86;25.61
Brazil;-27.607.628;-48.510.072;mar/59;1959;mar;248.65;25.22
Brazil;-27.607.629;-48.510.073;abr/59;1959;apr;165.55;25.42
Brazil;-27.607.630;-48.510.074;mai/59;1959;may;119.54;24.23
Brazil;-27.607.631;-48.510.075;jun/59;1959;jun;98.21;23.27
Brazil;-27.607.632;-48.510.076;jul/59;1959;jul;65.77;23.65
Brazil;-27.607.633;-48.510.077;ago/59;1959;aug;60.96;24.03
Brazil;-27.607.634;-48.510.078;set/59;1959;sep;66.92;25.23
Brazil;-27.607.635;-48.510.079;out/59;1959;oct;117.7;25.79
Brazil;-27.607.636;-48.510.080;nov/59;1959;nov;164.15;25.46
Brazil;-27.607.637;-48.510.081;dez/59;1959;dec;171.49;25.78
Brazil;-27.607.638;-48.510.082;jan/60;1960;jan;237.91;25.47
Brazil;-27.607.639;-48.510.083;fev/60;1960;feb;221.8;25.37
Brazil;-27.607.640;-48.510.084;mar/60;1960;mar;279.72;25.07
Brazil;-27.607.641;-48.510.085;abr/60;1960;apr;167.81;24.63
Brazil;-27.607.642;-48.510.086;mai/60;1960;may;113.74;23.3
Brazil;-27.607.643;-48.510.087;jun/60;1960;jun;82.3;23.15
Brazil;-27.607.644;-48.510.088;jul/60;1960;jul;64.09;23.02
Brazil;-27.607.645;-48.510.089;ago/60;1960;aug;59.29;23.97
Brazil;-27.607.646;-48.510.090;set/60;1960;sep;64.11;25.2
Brazil;-27.607.647;-48.510.091;out/60;1960;oct;124.46;25.82
Brazil;-27.607.648;-48.510.092;nov/60;1960;nov;149.12;25.38
Brazil;-27.607.649;-48.510.093;dez/60;1960;dec;214.34;25.5
Brazil;-27.607.650;-48.510.094;jan/61;1961;jan;244.41;25.39
Brazil;-27.607.651;-48.510.095;fev/61;1961;feb;229.67;25.18
Brazil;-27.607.652;-48.510.096;mar/61;1961;mar;214.94;25.26
Brazil;-27.607.653;-48.510.097;abr/61;1961;apr;174.82;24.99
Brazil;-27.607.654;-48.510.098;mai/61;1961;may;125.55;24.15
Brazil;-27.607.655;-48.510.099;jun/61;1961;jun;85.08;22.87
Brazil;-27.607.656;-48.510.100;jul/61;1961;jul;56.29;23.04
Brazil;-27.607.657;-48.510.101;ago/61;1961;aug;44.59;24.64
Brazil;-27.607.658;-48.510.102;set/61;1961;sep;65.21;25.93
Brazil;-27.607.659;-48.510.103;out/61;1961;oct;114.47;25.91
Brazil;-27.607.660;-48.510.104;nov/61;1961;nov;131.05;25.95
Brazil;-27.607.661;-48.510.105;dez/61;1961;dec;202.14;25.19
Brazil;-27.607.662;-48.510.106;jan/62;1962;jan;232.6;25.43
Brazil;-27.607.663;-48.510.107;fev/62;1962;feb;215.34;25.42
Brazil;-27.607.664;-48.510.108;mar/62;1962;mar;225.46;25.32
Brazil;-27.607.665;-48.510.109;abr/62;1962;apr;180.75;24.69
Brazil;-27.607.666;-48.510.110;mai/62;1962;may;136.63;23.59
Brazil;-27.607.667;-48.510.111;jun/62;1962;jun;80.92;22.51
Brazil;-27.607.668;-48.510.112;jul/62;1962;jul;60.36;22.3
Brazil;-27.607.669;-48.510.113;ago/62;1962;aug;48.73;24.16
Brazil;-27.607.670;-48.510.114;set/62;1962;sep;78.64;25.47
Brazil;-27.607.671;-48.510.115;out/62;1962;oct;119.14;25.13
Brazil;-27.607.672;-48.510.116;nov/62;1962;nov;154.07;25.78
Brazil;-27.607.673;-48.510.117;dez/62;1962;dec;226.59;25.46
Brazil;-27.607.674;-48.510.118;jan/63;1963;jan;214.33;25.53
Brazil;-27.607.675;-48.510.119;fev/63;1963;feb;238.41;25.24
Brazil;-27.607.676;-48.510.120;mar/63;1963;mar;213.92;25.41
Brazil;-27.607.677;-48.510.121;abr/63;1963;apr;171.6;24.89
Brazil;-27.607.678;-48.510.122;mai/63;1963;may;110.5;23.64
Brazil;-27.607.679;-48.510.123;jun/63;1963;jun;69.91;22.82
Brazil;-27.607.680;-48.510.124;jul/63;1963;jul;51.71;23.22
Brazil;-27.607.681;-48.510.125;ago/63;1963;aug;39.78;24.51
Brazil;-27.607.682;-48.510.126;set/63;1963;sep;60.38;25.87
Brazil;-27.607.683;-48.510.127;out/63;1963;oct;98.7;26.79
Brazil;-27.607.684;-48.510.128;nov/63;1963;nov;165.34;26.07
Brazil;-27.607.685;-48.510.129;dez/63;1963;dec;213.21;25.78
Brazil;-27.607.686;-48.510.130;jan/64;1964;jan;275.83;25.51
Brazil;-27.607.687;-48.510.131;fev/64;1964;feb;249.96;25.7
Brazil;-27.607.688;-48.510.132;mar/64;1964;mar;223.67;25.17
Brazil;-27.607.689;-48.510.133;abr/64;1964;apr;186.42;25.08
Brazil;-27.607.690;-48.510.134;mai/64;1964;may;154.45;23.78
Brazil;-27.607.691;-48.510.135;jun/64;1964;jun;84.59;22.64
Brazil;-27.607.692;-48.510.136;jul/64;1964;jul;70.31;22.52
Brazil;-27.607.693;-48.510.137;ago/64;1964;aug;60.03;24.18
Brazil;-27.607.694;-48.510.138;set/64;1964;sep;77.55;24.98
Brazil;-27.607.695;-48.510.139;out/64;1964;oct;146.42;24.95
Brazil;-27.607.696;-48.510.140;nov/64;1964;nov;159.17;24.99
Brazil;-27.607.697;-48.510.141;dez/64;1964;dec;208.12;25.03
Brazil;-27.607.698;-48.510.142;jan/65;1965;jan;231.48;25.11
Brazil;-27.607.699;-48.510.143;fev/65;1965;feb;202.27;25.35
Brazil;-27.607.700;-48.510.144;mar/65;1965;mar;266.35;24.58
Brazil;-27.607.701;-48.510.145;abr/65;1965;apr;209.57;24.61
Brazil;-27.607.702;-48.510.146;mai/65;1965;may;128.1;24.08
Brazil;-27.607.703;-48.510.147;jun/65;1965;jun;84.62;23.59
Brazil;-27.607.704;-48.510.148;jul/65;1965;jul;71.68;23.19
Brazil;-27.607.705;-48.510.149;ago/65;1965;aug;53.48;24.24
Brazil;-27.607.706;-48.510.150;set/65;1965;sep;76.9;25.49
Brazil;-27.607.707;-48.510.151;out/65;1965;oct;151.42;25.68
Brazil;-27.607.708;-48.510.152;nov/65;1965;nov;158.17;25.62
Brazil;-27.607.709;-48.510.153;dez/65;1965;dec;185.19;25.7
Brazil;-27.607.710;-48.510.154;jan/66;1966;jan;218.97;25.83
Brazil;-27.607.711;-48.510.155;fev/66;1966;feb;235.63;25.71
Brazil;-27.607.712;-48.510.156;mar/66;1966;mar;216.06;25.38
Brazil;-27.607.713;-48.510.157;abr/66;1966;apr;182.29;24.91
Brazil;-27.607.714;-48.510.158;mai/66;1966;may;136.3;24.16
Brazil;-27.607.715;-48.510.159;jun/66;1966;jun;85.13;23.37
Brazil;-27.607.716;-48.510.160;jul/66;1966;jul;76.06;23.18
Brazil;-27.607.717;-48.510.161;ago/66;1966;aug;51.08;23.69
Brazil;-27.607.718;-48.510.162;set/66;1966;sep;81.09;24.7
Brazil;-27.607.719;-48.510.163;out/66;1966;oct;121.34;25.77
Brazil;-27.607.720;-48.510.164;nov/66;1966;nov;152.64;25.55
Brazil;-27.607.721;-48.510.165;dez/66;1966;dec;209.79;25.67
Brazil;-27.607.722;-48.510.166;jan/67;1967;jan;229.31;25.46
Brazil;-27.607.723;-48.510.167;fev/67;1967;feb;227.56;25.23
Brazil;-27.607.724;-48.510.168;mar/67;1967;mar;244.02;25.06
Brazil;-27.607.725;-48.510.169;abr/67;1967;apr;195.23;24.67
Brazil;-27.607.726;-48.510.170;mai/67;1967;may;123.99;24.32
Brazil;-27.607.727;-48.510.171;jun/67;1967;jun;81.77;22.9
Brazil;-27.607.728;-48.510.172;jul/67;1967;jul;59.38;22.99
Brazil;-27.607.729;-48.510.173;ago/67;1967;aug;42;24.33
Brazil;-27.607.730;-48.510.174;set/67;1967;sep;65.07;25.37
Brazil;-27.607.731;-48.510.175;out/67;1967;oct;101.09;25.89
Brazil;-27.607.732;-48.510.176;nov/67;1967;nov;158.43;25.39
Brazil;-27.607.733;-48.510.177;dez/67;1967;dec;200.58;25.33
Brazil;-27.607.734;-48.510.178;jan/68;1968;jan;199.45;25.24
Brazil;-27.607.735;-48.510.179;fev/68;1968;feb;222.94;24.89
Brazil;-27.607.736;-48.510.180;mar/68;1968;mar;242.79;24.86
Brazil;-27.607.737;-48.510.181;abr/68;1968;apr;173.17;23.98
Brazil;-27.607.738;-48.510.182;mai/68;1968;may;128.88;22.64
Brazil;-27.607.739;-48.510.183;jun/68;1968;jun;76.08;22.63
